"titile","link","type","content","source","province","city","dictrict","data","Proj No.","Proj Name","Purchase","Bidding","Bid Amount"
"福建省公共资源交易平台升级改造服务结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745437.jhtml","结果公告","1、项目名称：福建省公共资源交易平台升级改造服务2、项目编号：[3500]FJGGZY[CS]20190013、采购人名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼15层 项目负责人：潘昕 联系电话：0591-878304654、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼17层 经办人：谢先生 联系电话：系统问题：400-877-1666；受理处：黄先生87838013；监督处：郑女士875133215、采购公告日期：2019-11-146、采购结果确定日期：2019-11-277、资格性及符合性审查情况：合同包1共有3家供应商在规定的时间内递交了响应文件。该3家供应商递交的响应文件均通过了资格性审查和符合性审查。 8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 C02010302 行业应用软件开发服务 软件开发对接服务 广联达 福建省定制版 1 680000元 680000元 服务要求或标的的基本概况 1-11年 中标供应商名称 广联达科技股份有限公司 中标供应商地址 北京市海淀区西北旺东路10号院东区13号楼 中标金额 680000.00元 9、收费金额：0万元 收费标准：不收取服务费10、其他（协议供货、定点采购项目信息）：本项目采用综合评分法，结果如下： 广联达科技股份有限公司得分 87.73 分（排名第一）； 福州惠正信息技术有限公司得分 51.01 分（排名第二）； 福州腾龙创源商贸有限公司得分 36.04 分（排名第三） 。11、磋商小组成员名单 采购人代表：潘昕 (包1) 评审专家：施昌明,方来志12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月27日","政府采购","福建省","福州市","0","2019/11/27","[3500]FJGGZY[CS]2019001","福建省公共资源交易平台升级改造服务","福建省公共资源交易中心","广联达科技股份有限公司 ","680000"
"福建医科大学LED显示屏播放系统结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745434.jhtml","结果公告","1、项目名称：福建医科大学LED显示屏播放系统2、项目编号：[3500]FJGGZY[TP]20190083、采购人名称：福建医科大学 地址：福建省福州市大学新区学府北路1号 项目负责人：汪晓军 联系电话：228625224、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 经办人：肖广勤 0591-87669218 联系电话：系统问题400-877-1666；受理处谢先生87803032；监督处肖女士877677955、采购公告日期：2019-11-126、采购结果确定日期：2019-11-227、资格性及符合性审查情况：本项目共有6家供应商在规定的时间内递交了响应文件。 在资格审查阶段，谈判小组认为该6家供应商递交的响应文件中资格性资料均符合谈判文件要求，通过资格性审查。 在符合性审查阶段，福建凌森光电有限公司、福建唯彩光电科技有限公司、福建正元智慧信息科技有限公司等3家供应商所投的品目号1-1 LED显示屏第11点发光点中心距偏差未实质性响应谈判文件，未通过符合性审查。福建融创传媒有限公司未按谈判文件要求提供1-6音响系统产品彩页和实物音箱照片，未通过符合性审查。福州宏捷电子有限公司提供的品目号1-6音响系统产品彩页和实物音箱照片不能满足谈判文件要求的平板音箱薄型化，未通过符合性审查。 谈判小组认定北京真视通科技股份有限公司通过符合性审查。 因此，本项目公开招标后转竞争性谈判有效供应商不足两家，本次采购程序终止。8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 本项目公开招标后转竞争性谈判有效供应商不足两家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、谈判小组成员名单 采购人代表：王清华 (包1) 评审专家：邹清水,钟辉12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月22日","政府采购","福建省","福州市","0","2019/11/22","[3500]FJGGZY[TP]2019008","福建医科大学LED显示屏播放系统","福建医科大学","0","0"
"福建信息职业技术学院平潭校区第二批空调采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745433.jhtml","结果公告","1、项目名称：福建信息职业技术学院平潭校区第二批空调采购2、项目编号：[3500]FJGGZY[TP]20190113、采购人名称：福建信息职业技术学院 地址：福州市鼓楼区福飞路106号 项目负责人：陈勇 联系电话：138590227194、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 经办人：张晓 联系电话：系统问题：400-877-1666；受理处:黄先生8719300；监督处:肖女士877677955、采购公告日期：2019-11-126、采购结果确定日期：2019-11-217、资格性及符合性审查情况：本项目共有4家供应商在规定的时间内递交并成功解密了谈判响应文件。其中，在资格审查过程中：福州市兴扬工程咨询有限公司所提供投标文件品目号1-1至品目号1-9均未按谈判文件要求提供符合规定的“供应商所报品目号1-1至1-9空调机产品均须提供国家确定的认证机构出具的、处于有效期之内的节能产品认证证明材料复印件并加盖投标人单位公章（认证的有效性按“财库[2019]19号文所附品目清单”的规定执行）”相关材料，根据谈判文件第二章第1节规定，经谈判小组确认，认定福州市兴扬工程咨询有限公司未按谈判文件规定，未对谈判文件进行实质性响应，资格性审查不通过。 福州祺乐电器有限公司所提供投标文件品目号1-9未按谈判文件要求提供“供应商所报品目号1-1至1-9空调机产品均须提供国家确定的认证机构出具的、处于有效期之内的节能产品认证证明材料复印件并加盖投标人单位公章（认证的有效性按“财库[2019]19号文所附品目清单”的规定执行）”相关材料，根据谈判文件第二章第1节规定，经谈判小组确认，认定福州祺乐电器有限公司未按谈判文件规定，未对谈判文件进行实质性响应，资格性审查不通过。 其余2家，福州市晋安区翔鹰信息技术有限公司、福州南宇制冷工程有限公司等2家供应商，通过资格性和符合性审查，进入谈判程序。8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A0206180203 空调机 1.25P冷暖壁挂式空调机 美的 KFR-26GW/DY-DA400(D2) 891 1500元 1336500元 1 1-2 A0206180203 空调机 1.5P冷暖壁挂式空调机 美的 KFR-35GW/DN8Y-DA400(D2) 13 1800元 23400元 1 1-3 A0206180203 空调机 2P冷暖壁挂式空调机 美的 KFR-50GW/DY-DA400(D2) 25 3100元 77500元 1 1-4 A0206180203 空调机 3P冷暖壁挂式空调机 美的 KFR-72GW/DY-DA400(D2) 51 3950元 201450元 1 1-5 A0206180203 空调机 2P冷暖柜式 美的 KFR-51LW/DY-PA400(D2) 41 3050元 125050元 1 1-6 A0206180203 空调机 3P冷暖柜式空调机 美的 KFR-72LW/DY-PA400(D2)A 420 3520元 1478400元 1 1-7 A0206180203 空调机 2P冷暖天花机 美的 KFR-51QW/DY-B(D2) 4 4900元 19600元 1 1-8 A0206180203 空调机 3P冷暖天花机 美的 KFR-72QW/DY-B(D2) 25 6450元 161250元 1 1-9 A0206180203 空调机 5P冷暖天花机 美的 KFR-120QW/SDY-B(D2) 5 6700元 33500元 服务要求或标的的基本概况 1-1详见响应文件P104《8.1、售后服务承诺书》 1-2详见响应文件P104《8.1、售后服务承诺书》 1-3详见响应文件P104《8.1、售后服务承诺书》 1-4详见响应文件P104《8.1、售后服务承诺书》 1-5详见响应文件P104《8.1、售后服务承诺书》 1-6详见响应文件P104《8.1、售后服务承诺书》 1-7详见响应文件P104《8.1、售后服务承诺书》 1-8详见响应文件P104《8.1、售后服务承诺书》 1-9详见响应文件P104《8.1、售后服务承诺书》 中标供应商名称 福州南宇制冷工程有限公司 中标供应商地址 福州市晋安区国货东路邦辉新村4-5栋1层 中标金额 3456650.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、谈判小组成员名单 采购人代表：薛茂峰 (包1) 评审专家：陈开林,杨勇,张挺,刘林烟12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月22日","政府采购","福建省","福州市","鼓楼区","2019/11/22","[3500]FJGGZY[TP]2019011","福建信息职业技术学院平潭校区第二批空调采购","福建信息职业技术学院","福州南宇制冷工程有限公司 ","3456650"
"福建省科技馆212报告厅LED显示屏结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745432.jhtml","结果公告","1、项目名称：福建省科技馆212报告厅LED显示屏2、项目编号：[3500]FJGGZY[TP]20190073、采购人名称：福建省科技馆 地址：福州市古田路89号 项目负责人：黄敏捷 联系电话：150800060014、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼17层 经办人：张晓 联系电话：系统问题：400-877-1666；受理处:陈女士8719300；监督处:郑女士875133215、采购公告日期：2019-10-236、采购结果确定日期：2019-11-207、资格性及符合性审查情况：本项目共有3家供应商在规定时间内递交谈判响应文件。其中，在开标环节，解密过程中，福州创光明电子科技有限公司解密CA时，系统提示“解密失败，请确保使用的是制作投标文件时使用的CA-KEY-（福州鑫迈信息技术有限公司（业务专用一）”。经采购单位监督、中心交易监督处工作人员以及现场所有供应商代表确认，认定因解密过程出现上述异常，交易中心截取保留现场异常情况图片，同时根据财政部87号令、省财政厅《关于电子化政府采购项目中视为串标情形认定与处理的指导意见》相关规定，认定本项目开标异常，有效投标人不足3家，本次采购程序终止，交易中心将相关材料及开标情况提交省财政厅采购办。 8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 无。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、谈判小组成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月20日","政府采购","福建省","福州市","0","2019/11/20","[3500]FJGGZY[TP]2019007","福建省科技馆212报告厅LED显示屏","福建省科技馆","0","0"
"福建医科大学附属协和医院台式计算机等采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745430.jhtml","结果公告","1、项目名称：福建医科大学附属协和医院台式计算机等采购2、项目编号：[3500]FJGGZY[GK]20190473、采购人名称：福建医科大学附属协和医院 地址：福州市鼓楼区新权路29号 项目负责人：郑瀚森 联系电话：136968517974、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼17层 评审部经办人：张晓 联系电话：系统问题 400-877-1666；交易部黄先生87819300；监督处肖女士 877677955、招标公告日期：2019-10-236、招标结果确定日期：2019-11-187、资格性及符合性审查情况：本项目共有3家投标人在规定时间内递交投标文件，经评审，该3家投标人均符合招标文件规定，通过资格性及符合性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A02010104 台式计算机 台式计算机 联想 启天M415-D667 200 4920元 984000元 1 1-2 A02010104 台式计算机 台式计算机一体机 联想 启天A710-D007 100 4850元 485000元 1 1-3 A0201080104 办公套件 办公套件 微软 Office 2016 200 585元 117000元 1 1-4 A0201080104 办公套件 办公套件 微软 Office 2016 100 585元 58500元 服务要求或标的的基本概况 1-1详见投标文件 1-2详见投标文件 1-3详见投标文件 1-4详见投标文件 中标供应商名称 福建云锐智慧科技有限公司 中标供应商地址 福州市台江区金融街万达广场二期A2#写字楼17层18室 中标金额 1644500.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：林佳毅 (包1) 评审专家：吴国立,李汀雄,连纯华,陈道金12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月18日","政府采购","福建省","福州市","鼓楼区","2019/11/18","[3500]FJGGZY[GK]2019047","福建医科大学附属协和医院台式计算机等采购","福建医科大学附属协和医院","福建云锐智慧科技有限公司 ","1644500"
"福建省实验闽剧院加装电梯采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745431.jhtml","结果公告","1、项目名称：福建省实验闽剧院加装电梯采购2、项目编号：[3500]FJGGZY[TP]20190103、采购人名称：福建省实验闽剧院 地址：福州市鼓楼区五四路208号 项目负责人：阮渺娜 联系电话：138606728044、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼17层 经办人：陈捷 0591-87848985 联系电话：系统问题：400-877-1666；受理处：黄先生87838013；监督处：郑女士875133215、采购公告日期：2019-11-126、采购结果确定日期：2019-11-197、资格性及符合性审查情况：本项目共有3家供应商在规定时间内递交了响应文件。谈判小组根据谈判文件要求对供应商提交的响应文件进行资格性和符合性审查，该3家供应商均通过了资格性和符合性审查。8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A02051228 电梯 电梯 三菱 MAXIEZ-LZ 载重1050 kg、速度1.75m/s、层站6/6/6 1 948000元 948000元 服务要求或标的的基本概况 1-1自验收合格后免费保修2年 中标供应商名称 福州侨建电梯设备有限公司 中标供应商地址 福新中路８９号时代国际广场８１７室 中标金额 948000.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、谈判小组成员名单 采购人代表：阮渺娜 (包1) 评审专家：黄荣捷,罗峰12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月19日","政府采购","福建省","福州市","鼓楼区","2019/11/19","[3500]FJGGZY[TP]2019010","福建省实验闽剧院加装电梯采购","福建省实验闽剧院","福州侨建电梯设备有限公司 ","948000"
"福建省立医院台式计算机采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745429.jhtml","结果公告","1、项目名称：福建省立医院台式计算机采购2、项目编号：[3500]FJGGZY[GK]2019035-23、采购人名称：福建省立医院 地址：福建省福州市鼓楼区东街134号 项目负责人：邱梅钗 联系电话：882160534、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼17层 评审部经办人：谢涵峰 0591-87669218 联系电话：系统问题：400-877-1666；受理处：黄先生87838013；监督处：郑女士875133215、招标公告日期：2019-10-256、招标结果确定日期：2019-11-157、资格性及符合性审查情况：本项目共有4家投标人在规定的时间内递交了投标文件。该4家投标人递交的投标文件均符合招标文件规定，通过了资格性及符合性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A02010104 台式计算机 台式计算机 联想 主机：联想启天M415-D071、显示器：联想T2224rA 200 4930元 986000元 1 1-2 A02010104 台式计算机 台式计算机 联想 主机：联想启天M425-D166、显示器：联想T2224rA 50 4970元 248500元 服务要求或标的的基本概况 1-1详见投标文件 1-2详见投标文件 中标供应商名称 福建奥瑞迅信息工程有限公司 中标供应商地址 梅峰支路108号网建大厦2层 中标金额 1234500.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：陈礼团 (包1) 评审专家：郭洪,刘乃欧,陈朗钦,蒋瑞兰12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月18日","政府采购","福建省","福州市","鼓楼区","2019/11/18","[3500]FJGGZY[GK]2019035-2","福建省立医院台式计算机采购","福建省立医院","福建奥瑞迅信息工程有限公司 ","1234500"
"福建社会科学院电梯采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745428.jhtml","结果公告","1、项目名称：福建社会科学院电梯采购2、项目编号：[3500]FJGGZY[GK]2018076-13、采购人名称：福建社会科学院 地址：福建省福州市鼓楼区柳河路18号 项目负责人：翁梓健 联系电话：137993653854、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼17层 评审部经办人：肖广勤 0591-87669218 联系电话：系统问题 400-877-1666；交易部黄先生87819300；监督处肖女士 877677955、招标公告日期：2019-10-156、招标结果确定日期：2019-11-147、资格性及符合性审查情况：无8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 本项目投标人不足三家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月15日","政府采购","福建省","福州市","鼓楼区","2019/11/15","[3500]FJGGZY[GK]2018076-1","福建社会科学院电梯采购","福建社会科学院","0","0"
"福州大学空调设备采购项目结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745426.jhtml","结果公告","1、项目名称：福州大学空调设备采购项目2、项目编号：[3500]FJGGZY[GK]20190493、采购人名称：福州大学 地址：福建省福州市福州地区大学新区学园路2号 项目负责人：王升 联系电话：189608780834、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 评审部经办人：秦军校 0591-87848985 联系电话：系统问题400-877-1666；受理处林女士87803032；监督处郑女士875133215、招标公告日期：2019-10-176、招标结果确定日期：2019-11-117、资格性及符合性审查情况：本项目共有4家投标人在规定的时间内递交了投标文件，在资格审查阶段，福建银辉机电设备安装工程有限公司和福州市辉腾制冷设备有限公司未按招标文件要求提供品目号1-1至1-23空调机及空调机组产品的国家确定的认证机构出具的、处于有效期之内的节能产品认证证明材料复印件，均未通过资格性审查。其余2家投标人递交的投标文件中资格性资料均符合招标文件规定，通过了资格性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 本项目有效投标人不足三家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月11日","政府采购","福建省","福州市","0","2019/11/11","[3500]FJGGZY[GK]2019049","福州大学空调设备采购项目","福州大学","0","0"
"福建江夏学院实验室计算机结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745427.jhtml","结果公告","1、项目名称：福建江夏学院实验室计算机2、项目编号：[3500]FJGGZY[TP]20190093、采购人名称：福建江夏学院 地址：闽侯县大学城溪源宫路2号 项目负责人：陈老师 联系电话：158590580184、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼17层 经办人：肖广勤 0591-87669218 联系电话：系统问题：400-877-1666；受理处:陈女士87819300；监督处:郑女士875133215、采购公告日期：2019-11-046、采购结果确定日期：2019-11-127、资格性及符合性审查情况：本合同包共有3家供应商在规定的时间内递交了响应文件，谈判小组根据谈判文件要求对该3家供应商提交的响应文件进行资格性和符合性审查，该3家供应商均通过资格性和符合性审查。8、成交情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A02010104 台式计算机 台式计算机 联想 主机：联想启天M425-D166显示器：联想 T2224rA 62 4950元 306900元 服务要求或标的的基本概况 1-1详见投标文件 中标供应商名称 福建浩朗众泰商贸有限公司 中标供应商地址 福州市鼓楼区瑞丰楼五层18#单元 中标金额 306900.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无11、谈判小组成员名单 采购人代表：陈盛淦 (包1) 评审专家：陈学新,蔡传彪12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月12日","政府采购","福建省","福州市","0","2019/11/12","[3500]FJGGZY[TP]2019009","福建江夏学院实验室计算机","福建江夏学院","福建浩朗众泰商贸有限公司 ","306900"
"福建省高级人民法院云平台系统扩容结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745425.jhtml","结果公告","1、项目名称：福建省高级人民法院云平台系统扩容2、项目编号：[3500]FJGGZY[GK]20190463、采购人名称：福建省高级人民法院 地址：福建省福州市鼓楼区西二环北路58号 项目负责人：叶先生 联系电话：0591870876624、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼 评审部经办人：肖广勤 0591-87669218 联系电话：系统问题400-877-1666；受理处谢先生87803032；监督处肖女士877677955、招标公告日期：2019-10-116、招标结果确定日期：2019-11-057、资格性及符合性审查情况：本合同包共有6家投标人在规定的时间内递交了投标文件，该6家投标人均通过了资格性和符合性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A02010103 服务器 服务器 华为 华为2488H V5 4 145000元 580000元 1 1-2 A02010502 磁盘阵列 磁盘阵列 华为 华为OceanStor 5500 V5 1 420000元 420000元 1 1-3 A02010503 存储用光纤交换机 存储用光纤交换机 华为 华为OceanStor SNS2124 2 53500元 107000元 1 1-4 A02010899 其他计算机软件 其他计算机软件 华为 华为FusionSphere 6.5.0 1 140000元 140000元 1 1-5 C020299 其他系统集成实施服务 其他系统集成实施服务 华为 华为 定制 1 180000元 180000元 服务要求或标的的基本概况 1-1最终验收合格后3年 1-2最终验收合格后3年 1-3最终验收合格后3年 1-4最终验收合格后3年 1-5最终验收合格后3年 中标供应商名称 福建海创天成信息科技有限公司 中标供应商地址 福州高新区海西高新技术产业园久策大厦A座12层1218室 中标金额 1427000.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无11、评标委员会成员名单 采购人代表：黄晗靖 (包1) 评审专家：陈立波,游明基,滕玉燕,吴濒12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月05日","政府采购","福建省","福州市","鼓楼区","2019/11/5","[3500]FJGGZY[GK]2019046","福建省高级人民法院云平台系统扩容","福建省高级人民法院","福建海创天成信息科技有限公司 ","1427000"
"武夷山国家公园森林生态监测平台项目货物采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745424.jhtml","结果公告","1、项目名称：武夷山国家公园森林生态监测平台项目货物采购2、项目编号：[3500]FJGGZY[GK]20190433、采购人名称：武夷山国家公园管理局 地址：福建省武夷山市岩福路166号 项目负责人：张晨晖 联系电话：0599-53056174、代理机构名称：福建省公共资源交易中心 地址：福建省福州市华林路128号屏东写字楼17层 评审部经办人：陈捷 0591-87669218 联系电话：系统问题：400-877-1666；受理处：黄先生87838013；监督处：郑女士875133215、招标公告日期：2019-09-296、招标结果确定日期：2019-11-057、资格性及符合性审查情况：本项目共有13家投标人在规定的时间内递交了投标文件。 在资格性审查阶段，武夷山荣城通网络科技工程有限公司、福建广电网络集团股份有限公司未按招标文件要求提供LED显示屏产品制造生产商在中国质量认证中心官网（http://www.cqc.com.cn/www/chinese/）或中国国家认证认可监督管理委员会官网（http://www.cnca.gov.cn/）上CCC证书查询网页所在页面的完整打印件及由中国国家信息安全认证中心按国家标准认证颁发的所投防火墙产品的中国国家信息安全产品认证证书复印件，未通过资格性审查。厦门外图进出口有限公司、福州瑞泰仪器设备有限公司、福州金翔合电子技术有限公司液晶显示器产品未按招标文件要求提供国家确定的认证机构出具的、处于有效期之内的节能产品认证证明材料复印件，未通过资格性审查。福州博睿信息技术有限公司未按招标文件要求提供投标截止时间前六个月（不含投标截止时间的当月）中任一月份的税收凭据复印件及社会保险凭据复印件，未通过资格性审查。福建省鸿达电子技术开发有限公司所提供的液晶显示器的节能产品认证证明材料复印件不在有效期内，未通过资格性审查。其余6家投标人递交的投标文件均通过了资格性及符合性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 1-1 A020207 LED显示屏 LED显示屏 大华 DH-PHSIA1.2-SS 1 1428320元 1428320元 1 1-2 A02080804 音视频矩阵 音视频矩阵 湖声 HUS 1 28527.45元 28527.45元 1 1-3 A02080803 视频会议会议室终端 视频会议会议室终端 湖声 HUS 1 24796.55元 24796.55元 1 1-4 A02080801 视频会议控制台 视频会议控制台 AUUG/声欧 GA系列 1 18364.5元 18364.5元 1 1-5 A0201020201 以太网交换机 以太网交换机 华为 S5720-52X-EI-AC 4 6667.5元 26670.0元 1 1-6 A02010701 机柜 机柜 鑫恒星 HX- FB6142 4 2310元 9240元 1 1-7 A02010104 台式计算机 台式计算机 联想 T4900、T24d-10 10 4499元 44990元 1 1-8 B07 装修工程 装修工程 迈成 定制 1 418000元 418000元 1 1-9 A0201020901 网关 网关 信安世纪 SJJ515 NSAE1800-NS 1 84000元 84000元 1 1-10 A02010301 防火墙 防火墙 安博通 SG-8000 2 11340元 22680元 1 1-11 A02010103 服务器 数据存储服务器 戴尔 R730 1 15487.5元 15487.5元 1 1-12 A02010103 服务器 应用服务器 戴尔 R730 1 18375元 18375元 1 1-13 A02010599 其他存储设备 其他存储设备 华为 2200 V3 1 44415元 44415元 1 1-14 A0201080301 通用应用软件 三维地理信息平台 易智瑞 易智瑞V10.7 1 315000元 315000元 服务要求或标的的基本概况 1-1按照招标文件与投标文件要求执行 1-2按照招标文件与投标文件要求执行 1-3按照招标文件与投标文件要求执行 1-4按照招标文件与投标文件要求执行 1-5按照招标文件与投标文件要求执行 1-6按照招标文件与投标文件要求执行 1-7按照招标文件与投标文件要求执行 1-8按照招标文件与投标文件要求执行 1-9按照招标文件与投标文件要求执行 1-10按照招标文件与投标文件要求执行 1-11按照招标文件与投标文件要求执行 1-12按照招标文件与投标文件要求执行 1-13按照招标文件与投标文件要求执行 1-14按照招标文件与投标文件要求执行 中标供应商名称 福州迈成信息科技有限公司 中标供应商地址 福建省福州市鼓楼区杨桥路宏扬新城1号楼6层E室 中标金额 2498866.00元 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表：陈佑喜 (包1),张晨晖 (包1) 评审专家：郑芳,陈学新,蔡国漳,陈道金,仲崇刚12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年11月05日","政府采购","福建省","夷山市","0","2019/11/5","[3500]FJGGZY[GK]2019043","武夷山国家公园森林生态监测平台项目货物采购","武夷山国家公园管理局","福州迈成信息科技有限公司 ","2498866"
"福州一中高中部空调采购结果公告(包1)","https://fjggzyjy.cn:443/zfcgzbcgjggg/745422.jhtml","结果公告","1、项目名称：福州一中高中部空调采购2、项目编号：[3500]FJGGZY[GK]20190453、采购人名称：福建省福州第一中学 地址：福州地区大学城福州一中新校区 项目负责人：陈老师 联系电话：874297404、代理机构名称：福建省公共资源交易中心 地址：福州市华林路128号屏东写字楼17层 评审部经办人：陈捷 0591-87669218 联系电话：系统问题：400-877-1666；受理处:黄先生8719300；监督处:肖女士877677955、招标公告日期：2019-10-086、招标结果确定日期：2019-10-297、资格性及符合性审查情况：本项目共有4家投标人在规定的时间内递交了投标文件。在资格性审查阶段，福州鑫翔宇制冷设备有限公司和福州金众恒机电设备有限公司未按招标文件要求提供投标截止时间前六个月（不含投标截止时间的当月）中任一月份的税收凭据复印件，未通过资格性审查。其余2家投标人均通过了资格性审查。8、中标情况： 包1 合同包 品目号 品目编号 品目名称 商品名称 品牌 规格型号 数量 单价 总价 1 本项目有效投标人不足3家，本次采购程序终止。 9、收费金额：0万元 收费标准：无10、其他（协议供货、定点采购项目信息）：无。11、评标委员会成员名单 采购人代表： 评审专家：12、公告期限为本公告之日起1个工作日。福建省公共资源交易中心2019年10月29日","政府采购","福建省","福州市","0","2019/10/29","[3500]FJGGZY[GK]2019045","福州一中高中部空调采购","福建省福州第一中学","0","0"
