"id","company_name","company_type","business_status","establishment_date","approval_date","legal_representative","registered_capital","company_size","business_scope","registered_address","business_term","source","taxpayer_identification_number","business_registration_number","organization_code","contact_phone","email","taxpayer_qualification","province","city","district","website_link","industry"
"278","合肥市瑶海区诗景花卉店","个体工商户","存续","1/11/2021","1/11/2021","毛珊珊",,,"一般项目：花卉种植；礼品花卉销售；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区胜利北路89号蓝鲸国际1702室","2021-11-01至无固定期限","马克数据网","92340102MA8NC4WF5C","340102601432062","MA8NC4WF-5","17552722679",,,"安徽省","合肥市","瑶海区",,"农业"
"279","安徽鸿牧农业发展有限公司","有限责任公司(自然人投资或控股)","存续","23/2/2023","23/2/2023","陈明","5000000",,"一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；农产品的生产、销售、加工、运输、贮藏及其他相关服务；牲畜销售；畜禽收购；肥料销售；食品互联网销售（仅销售预包装食品）；畜牧渔业饲料销售；食用农产品批发；食品销售（仅销售预包装食品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：牲畜饲养；牲畜屠宰；种畜禽经营；活禽销售；家禽饲养；家禽屠宰；食品互联网销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区站塘路东苑雅居5栋110-商01室","2023-02-23至无固定期限","马克数据网","91340102MA8Q2T531T",,"MA8Q2T53-1",,,,"安徽省","合肥市","瑶海区",,"农业"
"280","合肥市瑶海区构峰源鲜花工作室","个体工商户","存续","25/4/2023","25/4/2023","韩猛",,,"一般项目：礼品花卉销售；花卉绿植租借与代管理；城市绿化管理；花卉种植；园艺产品销售；新鲜水果零售；新鲜蔬菜零售；食品销售（仅销售预包装食品）；农副产品销售；日用百货销售；包装服务；工艺美术品及礼仪用品销售（象牙及其制品除外）；互联网销售（除销售需要许可的商品）；会议及展览服务；婚庆礼仪服务；传统香料制品经营；礼仪服务；美发饰品销售；日用陶瓷制品制造；日用陶瓷制品销售；组织文化艺术交流活动；个人互联网直播服务；土壤与肥料的复混加工；文艺创作；珠宝首饰零售；化妆品零售；咨询策划服务；摄像及视频制作服务；服装服饰零售；电子产品销售；钟表与计时仪器销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区濉溪东路169号构峰源公馆3007号","2023-04-25至无固定期限","马克数据网","92340102MA8QCLJ33R","340102601805066","MA8QCLJ3-3",,,,"安徽省","合肥市","瑶海区",,"农业"
"281","合肥市瑶海区月照花林花卉工作室","个体工商户","存续","19/1/2021","19/1/2021","华仲凯",,,"其他日用品零售；礼品鲜花零售(含互联网零售)；城市鲜花布置管理；城市鲜花栽培管理；鲜花批发（含互联网批发）；鲜花礼品批发（含互联网批发）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区御景湾2幢2203室","2021-01-19至无固定期限","马克数据网","92340102MA2WM11RX2","340102601276199","MA2WM11R-X","13955769694",,,"安徽省","合肥市","瑶海区",,"农业"
"282","合肥市瑶海区俏巴花卉经营坊","个体工商户","存续","16/5/2019","9/7/2019","金兰",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区胜利路与中都路交口光大国际B区一层好朋友超市内左边","2019-05-16至无固定期限","马克数据网","92340102MA2TQ0N99M","340102600965165","MA2TQ0N9-9","15156051340",,,"安徽省","合肥市","瑶海区",,"农业"
"283","合肥市瑶海区抛汇花卉店","个体工商户","存续","16/12/2021","16/12/2021","黄建香",,,"一般项目：花卉种植；礼品花卉销售；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区胜利北路89号蓝鲸国际1105室","2021-12-16至无固定期限","马克数据网","92340102MA8NHN4037","340102601458452","MA8NHN40-3","15161284777",,,"安徽省","合肥市","瑶海区",,"农业"
"284","合肥市瑶海区钗筏花卉店","个体工商户","存续","15/4/2021","15/4/2021","贺兴月",,,"一般项目：礼品花卉销售；花卉绿植租借与代管理；花卉种植；包装服务；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区长江东大街华润紫云府12幢106商铺","2021-04-15至无固定期限","马克数据网","92340102MA8L89DR28","340102601320898","MA8L89DR-2",,,,"安徽省","合肥市","瑶海区",,"农业"
"285","合肥鹏庚生态农业有限公司","有限责任公司(自然人投资或控股)","存续","29/3/2021","4/1/2023","李秀秀","1000000",,"蔬菜种植；蔬菜零售；果品、蔬菜批发（含互联网批发）；肉、禽、蛋及水产品批发（含互联网批发）；农副产品零售(含互联网零售)；预包装食品批发兼零售（含网上）；散装食品零售(含互联网零售)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇百大周谷堆蔬菜交易中心A9-13-14号","2021-03-29至无固定期限","马克数据网","91340102MA2WW9XN7W","340102000412144","MA2WW9XN-7","18019948110","2905397620@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"286","合肥市壹条好鱼供应链管理有限公司","有限责任公司(自然人独资)","存续","7/2/2023","7/2/2023","谈龙娟","100000",,"一般项目：供应链管理服务；水产品零售；水产品批发；农产品的生产、销售、加工、运输、贮藏及其他相关服务；礼品花卉销售；花卉种植；花卉绿植租借与代管理；中草药种植；地产中草药（不含中药饮片）购销；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；保健食品（预包装）销售；与农业生产经营有关的技术、信息、设施建设运营等服务；餐饮管理；品牌管理；日用百货销售；服装服饰批发；服装服饰零售；鞋帽零售；鞋帽批发；母婴用品销售；玩具销售；互联网销售（除销售需要许可的商品）；信息咨询服务（不含许可类信息咨询服务）；广告制作；广告发布（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：水产养殖；食品销售；餐饮服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区龙岗综合经济开发区长江东路三十埠大桥西侧大店工业园8号","2023-02-07至无固定期限","马克数据网","91340102MA8Q00B72Q",,"MA8Q00B7-2",,,,"安徽省","合肥市","瑶海区",,"农业"
"287","合肥市瑶海区森觅花卉店","个体工商户","存续","20/12/2021","20/12/2021","林雪针",,,"一般项目：花卉种植（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区濉溪东路99号侨康苑云龙公寓7号门面","2021-12-20至无固定期限","马克数据网","92340102MA8NJ2DC2T","340102601460195","MA8NJ2DC-2","15349858785",,,"安徽省","合肥市","瑶海区",,"农业"
"288","合肥瑶海区葵拾家庭农场","个体工商户","存续","21/9/2022","20/4/2023","袁家云","300000",,"一般项目：谷物种植；水生植物种植（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区和平路和平家园B1区1栋门面房002","2022-09-21至无固定期限","马克数据网","92340123MA8PGL906N","340123600787308","MA8PGL90-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"289","合肥市瑶海区小鲜女花卉店","个体工商户","注销","14/4/2021","24/5/2022","李露露",,,"一般项目：礼品花卉销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区东景苑C2栋515",,"马克数据网","92340102MA2XK0245K","340102601319483","MA2XK0245","17333171967",,,"安徽省","合肥市","瑶海区",,"农业"
"290","合肥瑶海区孙梦蝶鲜花店","个体工商户","注销","11/1/2019","23/5/2019","孙梦蝶",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区明光路11号","2019-01-11至无固定期限","马克数据网","92340102MA2TDTB234","340102600914698","MA2TDTB2-3","15056967506",,,"安徽省","合肥市","瑶海区",,"农业"
"291","合肥傣新德农业发展有限公司","有限责任公司(自然人独资)","存续","26/8/2020","8/5/2023","盛键","1000000","小于50人","一般项目：谷物种植；豆类种植；棉花种植；薯类种植；蔬菜种植；食用菌种植；花卉种植；园艺产品种植；水果种植；坚果种植；茶叶种植；水生植物种植；草种植；竹种植；树木种植经营；新鲜水果批发；新鲜蔬菜批发；食用农产品批发；农副产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区长江东路长江批发市场商三条街210","2020-08-26至无固定期限","马克数据网","91340104MA2W50058K","340104000632800","MA2W5005-8","15928967663;18326122604","123456@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"292","安徽聚闲庄生态农业有限公司","有限责任公司(自然人独资)","存续","28/2/2018","28/2/2018","梅国勇","10000000",,"苗木、花卉种植、销售；果蔬种植、采摘、销售；水产养殖、销售；家禽养殖及销售；休闲垂钓；园林休闲观光项目开发及策划；旅游资源开发及经营管理；园林绿化景观工程。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区繁昌路29号鼎元府邸3幢306","2018-02-28至2048-02-27","马克数据网","91340102MA2RHLRFXM","340102000063285","MA2RHLRF-X","13439344537;18655125397","13439344537@163.com|zhygp@sohu.com",,"安徽省","合肥市","瑶海区",,"农业"
"293","合肥瑶海区宋晨花店","个体工商户","注销","11/1/2019","23/5/2019","宋晨",,,"鲜花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区和平路35号","2019-01-11至无固定期限","马克数据网","92340102MA2TDRE78J","340102600914149","MA2TDRE7-8","15156998714",,,"安徽省","合肥市","瑶海区",,"农业"
"294","合肥昌旺家庭农场","个人独资企业","存续","21/11/2018","21/11/2018","方庆保","300000","小于50人","瓜果、蔬菜、农作物种植、采摘、销售；休闲垂钓服务；农家乐服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市新站区三十头社区卫岗村南郢组","2018-11-21至无固定期限","马克数据网","91340100MA2T8RHQ5B","340108000229283","MA2T8RHQ-5","0551-66852923;18715607382","970743115@qq.com|123@qq.com|1234567@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"295","合肥五家杨农牧业发展有限公司","有限责任公司(自然人投资或控股)","存续","14/12/2021","14/12/2021","杨世宏","500000",,"一般项目：农产品的生产、销售、加工、运输、贮藏及其他相关服务；水产品批发；水产品零售；水产品收购；蔬菜种植；新鲜蔬菜批发；新鲜蔬菜零售；水果种植；新鲜水果批发；新鲜水果零售；畜禽收购；牲畜销售；休闲观光活动（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：水产养殖；家禽饲养（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区和平路北合肥大兴周谷堆农产品交易中心B栋45号","2021-12-14至无固定期限","马克数据网","91340102MA8NHDJD8M","340102000538575","MA8NHDJD-8","13866136633","546583513@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"296","合肥市瑶海区三叶草鲜花店","个体工商户","存续","1/6/2023","1/6/2023","彭风云",,,"一般项目：礼品花卉销售；食品销售（仅销售预包装食品）；新鲜水果零售；玩具销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区龙湖车桥新界S1栋109号","2023-06-01至无固定期限","马克数据网","92340102MA8QHQ2NXN",,"MA8QHQ2N-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"297","合肥市瑶海区花雨花卉店","个体工商户","存续","30/11/2021","30/11/2021","王佳林",,,"一般项目：花卉种植；礼品花卉销售；互联网销售（除销售需要许可的商品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区临泉路与胜利路交口中环国际大厦A座805室","2021-11-30至无固定期限","马克数据网","92340102MA8NFMKW3J","340102601449644","MA8NFMKW-3","13626143083",,,"安徽省","合肥市","瑶海区",,"农业"
"298","合肥佘趴农业科技有限公司","有限责任公司(自然人投资或控股)","存续","30/3/2023","30/3/2023","李少钰","500000",,"一般项目：生物有机肥料研发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；食用菌种植；食用农产品初加工；花卉种植；蔬菜种植；水果种植；水产品批发；食用农产品批发；农副产品销售；礼品花卉销售；肥料销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区临泉东路圣地雅阁3栋1501室","2023-03-30至无固定期限","马克数据网","91340102MA8Q8UBJ6H",,"MA8Q8UBJ-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"299","合肥兴龙园艺有限公司","有限责任公司(自然人投资或控股)","吊销，未注销","24/8/2007","21/12/2008","李雪峰","3000000",,"苗木、花卉种植、销售；园林绿化工程；温室大棚设计及安装。","安徽省合肥市磨店乡光明村贺北组","2007-08-24至2009-08-22","马克数据网",,"340100000005018",,,,,"安徽省","合肥市","瑶海区",,"农业"
"300","合肥风神生态农业专业合作社","农民专业合作社","存续","19/12/2011","19/12/2011","张文贵","2000000","小于50人","以本社成员为主要服务对象，提供农业生产资料购买，农产品（除专项审批）销售、贮藏，苗木种植、销售以及与农业生产经营有关的技术、信息服务。","安徽省合肥市新站区磨店乡张店村王岗村民组","2011-12-19至无固定期限","马克数据网","93340100587249568C","340108NA001010X","58724956-8","0551-4248249;0551-4248649;13856070298","4248249@163.com|13856070298@163.com|1589032586@qq.com|449163325@qq.com|13856070298@139.com|794537972@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"301","合肥市瑶海区瀣瓞花卉店","个体工商户","存续","15/9/2020","15/9/2020","王伟佳",,,"花卉信息咨询服务；花卉、苗木种植与销售；日用百货的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区长淮街道长春都市花园松石阁F-601","2020-09-15至无固定期限","马克数据网","92340102MA2W7LRH6P","340102601209300","MA2W7LRH-6","15155105050",,,"安徽省","合肥市","瑶海区",,"农业"
"302","合肥瑶海区俊之海花卉经营部","个体工商户","存续","31/3/2014","21/4/2022","徐海",,,"一般项目：日用陶瓷制品销售；卫生陶瓷制品销售；礼品花卉销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","合肥市瑶海区裕丰花市E区42号、巷道23、花架29、花架30","2014-03-31至无固定期限","马克数据网","92340102MA2NAQ541X","340102600412928","MA2NAQ54-1","15240032480",,,"安徽省","合肥市","瑶海区",,"农业"
"303","合肥市瑶海区春阳花卉盆景店","个体工商户","存续","25/11/2019","25/11/2019","刘冬梅",,,"花卉种植，花卉零售，花卉租摆，花盆栽培植物零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区裕丰花鸟虫鱼市场A区25号","2019-11-25至无固定期限","马克数据网","92340102MA2UBD7WXX","340102601068992","MA2UBD7W-X","13855194105",,,"安徽省","合肥市","瑶海区",,"农业"
"304","安徽满地青农产品有限公司","有限责任公司(自然人独资)","存续","5/3/2021","5/3/2021","刘配良","10000000",,"瓜果蔬菜、花卉苗木、农作物的种植；果品、蔬菜批发；保藏蔬菜（原料）；保藏水果及坚果（原料）；野生菌类采集；食用菌种植；农副产品零售；肉、禽、蛋、奶及水产品批发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇水东路与和平路交口西北角百大东兴家园八栋702","2021-03-05至无固定期限","马克数据网","91340102MA2WR9TA8B","340102000402987","MA2WR9TA-8","15955656591","15955656591@qq.com|123456@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"305","合肥市瑶海区吴圣稳花卉店","个体工商户","存续","11/5/2020","11/5/2020","吴圣稳",,,"其他日用品零售；花卉作物批发（含互联网批发）；花卉零售(含互联网零售)；盆栽花批发（含互联网批发）；花盆栽培植物零售(含互联网零售)（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区裕丰花市F区临时交易区3＃","2020-05-11至无固定期限","马克数据网","92340102MA2UQW5A07","340102601130787","MA2UQW5A-0","13856014308",,,"安徽省","合肥市","瑶海区",,"农业"
"306","合肥福旺农业科技有限公司","有限责任公司(自然人投资或控股)","存续","1/4/2014","1/4/2014","李士好","17880000",,"农业技术领域内的技术开发、技术服务、技术咨询、技术转让；农业信息咨询；瓜果、蔬菜、花卉、经济林苗、绿化苗、造林苗、农作物种植、销售；农用机械、农具、水产销售；园林绿化工程施工及技术服务；草坪、盆景培育及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市新站区三十头社区三房岗村","2014-04-01至2034-03-31","马克数据网","91340100096169459Y","340108000116075","09616945-9","0551-64257708;13514985555;15205513032;18855182088","1912549632@qq.com|3146491356@qq.com|727370465@qq.com|1649562966@qq.com|728739954@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"307","安徽花印商贸有限公司","有限责任公司(自然人独资)","注销","18/3/2019","24/9/2019","赵敏","5000000",,"花卉、绿植、盆景销售；婚庆服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区长江东路与东二环路交口宝业东城广场一楼E区504号","2019-03-18至无固定期限","马克数据网","91340102MA2TJ1NE47","340102000172771","MA2TJ1NE-4","18788851892",,,"安徽省","合肥市","瑶海区",,"农业"
"308","合肥杨吉辉蔬菜有限公司","有限责任公司(自然人投资或控股)","存续","21/8/2020","30/6/2022","杨吉辉","1000000",,"蔬菜种植；果品、蔬菜批发；果品、蔬菜零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇百大周谷堆大兴农产品国际物流园蔬菜交易中心A15-2号","2020-08-21至无固定期限","马克数据网","91340102MA2W4J9HXH","340102000346885","MA2W4J9H-X","13695512235;13965000685;13965141683","13695512235@qq.com|13965141683@qq.com|1137395022@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"309","合肥市瑶海区肆朵鲜花店","个体工商户","存续","18/11/2020","18/11/2020","许帅",,,"鲜花批发（含互联网批发）；礼品鲜花零售(含互联网零售)；花卉种植；花卉作物批发（含互联网批发）；花卉零售(含互联网零售)；花卉租摆；观叶盆栽花卉种植；观花盆栽花卉种植。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区窑湾路6号省交通运输厅宿舍大院综合楼401","2020-11-18至无固定期限","马克数据网","92340102MA2WER1A8Q","340102601246064","MA2WER1A-8",,,,"安徽省","合肥市","瑶海区",,"农业"
"310","合肥市瑶海区谷行花店","个体工商户","存续","2/8/2019","2/8/2019","陶明忠",,,"花卉种植，销售花卉（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区五州商城D5号楼111号","2019-08-02至无固定期限","马克数据网","92340102MA2TYWRCXG","340102601005751","MA2TYWRC-X","13305604645",,,"安徽省","合肥市","瑶海区",,"农业"
"311","合肥瑶海区俞志凤鲜花店","个体工商户","注销","30/3/2020","17/7/2020","俞志凤",,,"鲜花、干花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区明光路339号古井丰水源2-103",,"马克数据网","92340102MA2UL2KG6L","340102601105903","MA2UL2KG6",,,,"安徽省","合肥市","瑶海区",,"农业"
"312","合肥市新站区兵梅园林种植中心","个体工商户","存续","25/10/2017","25/10/2017","李永兵","50",,"苗木、花卉种植、零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市新站区三十头社区五十头社居委祠堂组","2017-10-25至无固定期限","马克数据网","92340100MA2Q3BHU47","340108600294128","MA2Q3BHU-4","18788864088",,,"安徽省","合肥市","瑶海区",,"农业"
"313","鲍杰","个体工商户","吊销，未注销","5/7/2012","13/11/2013","鲍杰",,,"皮具批发零售。","安徽省合肥市瑶海区站前路白马三期1103（1-241）号","2012-07-05至无固定期限","马克数据网","92340100MA2X3HHX18","340102600272551",,,,,"安徽省","合肥市","瑶海区",,"农业"
"314","安徽林薮农产品商贸有限公司","有限责任公司(自然人投资或控股)","存续","14/2/2019","25/12/2020","孟春林","5000000",,"蔬菜、农副产品销售；农产品种植；农业领域内的技术研发。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区周谷堆大兴农产品国际物流园内蔬菜交易中心A5栋25号","2019-02-14至2049-02-12","马克数据网","91340102MA2TFG0W4X","340102000162815","MA2TFG0W-4","13956958778;18133604289;18133604609;18133604689","2438103794@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"315","合肥市鑫炎农业有限公司","有限责任公司","存续","22/2/2023","22/2/2023","李佳","200000",,"一般项目：蔬菜种植；水果种植；新鲜蔬菜批发；新鲜蔬菜零售；新鲜水果批发；新鲜水果零售；食用农产品批发；食用农产品零售；食用农产品初加工；初级农产品收购；食品销售（仅销售预包装食品）；鲜肉批发；鲜肉零售；农产品的生产、销售、加工、运输、贮藏及其他相关服务；机械设备销售；机械零件、零部件销售；塑料制品销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区钟油坊路周谷堆大兴农产品国际物流园内蔬菜交易中心A14栋16号仓","2023-02-22至无固定期限","马克数据网","91340102MA8Q2KAA6B",,"MA8Q2KAA-6",,,,"安徽省","合肥市","瑶海区",,"农业"
"316","合肥昇蔬蔬菜有限公司","有限责任公司(自然人独资)","存续","8/9/2020","8/9/2020","奚红霞","1000000",,"农业技术开发、技术咨询、技术交流、技术转让、技术推广、技术服务；农产品种植；农产品销售；蔬菜零售；农副产品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区大兴镇周谷堆大兴农产品国际物流园蔬菜交易中心A1栋24号","2020-09-08至2050-09-08","马克数据网","91340102MA2W6GUT4L","340102000351726","MA2W6GUT-4","13156583995","1527649923@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"317","合肥瑶海区占秋雨花店","个体工商户","注销","14/12/2018","2/7/2019","占秋雨",,,"鲜花、干花销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区长江东路935号南都云庭5-107","2018-12-14至无固定期限","马克数据网","92340102MA2TB7DP3C","340102600903999","MA2TB7DP-3",,,,"安徽省","合肥市","瑶海区",,"农业"
"318","安徽省青洋农业科技有限公司","有限责任公司(自然人独资)","存续","6/6/2019","6/6/2019","杨清","5700000",,"农业种植技术的研发；林木、苗圃、盆景、花卉、绿化苗木、农作物、蔬菜、水果、食用品菌、初级农产品、中药材种殖及销售（含网上）；园林绿化工程规划设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","安徽省合肥市瑶海区滨河路聚福家园6栋2606室","2019-06-06至无固定期限","马克数据网","91340102MA2TRXM63N","340102000205654","MA2TRXM6-3","13705510858;13739253117","3564226415@qq.com|13739253117@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
"319","合肥市瑶海区千江水月花卉销售店","个体工商户","存续","19/1/2021","16/5/2022","朱晓馨",,,"其他未列明批发业；花卉作物批发；花卉零售；花卉租摆（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区屯溪路裕丰花市临时交易区花架3号","2021-01-19至无固定期限","马克数据网","92340102MA2WLYTD8C","340102601275809","MA2WLYTD-8","15056925505",,,"安徽省","合肥市","瑶海区",,"农业"
"320","合肥市瑶海区耀寻花卉销售经营部","个体工商户","存续","14/6/2022","14/6/2022","陆军",,,"一般项目：礼品花卉销售；花卉种植；农、林、牧、副、渔业专业机械的销售；金属工具销售；花卉绿植租借与代管理；农林牧副渔业专业机械的安装、维修；农业机械租赁；机械设备租赁（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：草种生产经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","安徽省合肥市瑶海区临泉路与东二环路交口西南侧晨辉大厦1405","2022-06-14至无固定期限","马克数据网","92340102MA8P55UJ11","340102601576729","MA8P55UJ-1",,,,"安徽省","合肥市","瑶海区",,"农业"
"321","合肥市瑶海区李芳柳花卉店","个体工商户","存续","25/4/2022","25/4/2022","李芳柳",,,"一般项目：礼品花卉销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区滨河路裕丰花市E区31号上、32号上、33号下","2022-04-25至无固定期限","马克数据网","92340102MA8NYQN05N","340102601547277","MA8NYQN0-5",,,,"安徽省","合肥市","瑶海区",,"农业"
"322","合肥市瑶海区小莉种植家庭农场","个体工商户","存续","15/12/2022","15/12/2022","文莉",,,"一般项目：蔬菜种植；谷物种植；豆类种植；薯类种植；水果种植；新鲜水果批发；新鲜蔬菜批发；食用农产品批发；农副产品销售；互联网销售（除销售需要许可的商品）；新鲜蔬菜零售；新鲜水果零售；食用农产品零售；日用百货销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区大兴镇钟油坊村沈岗村民组31号","2022-12-15至无固定期限","马克数据网","92340102MA8PU3UP12","340102601681805","MA8PU3UP-1","18256926029",,,"安徽省","合肥市","瑶海区",,"农业"
"323","合肥市瑶海区媛来有你鲜花店","个体工商户","存续","4/11/2022","4/11/2022","李媛媛","50000",,"一般项目：花卉种植；礼品花卉销售；城市绿化管理（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","安徽省合肥市瑶海区方庙街道瑶海万达贝乐街9栋112号","2022-11-04至无固定期限","马克数据网","92340102MA8PN06WXA","340102601650775","MA8PN06W-X",,,,"安徽省","合肥市","瑶海区",,"农业"
"324","合肥市瑶海区花相遇鲜花店","个体工商户","注销","3/8/2021","24/5/2022","李露露",,,"一般项目：花卉种植；礼品花卉销售；花卉绿植租借与代管理；婚庆礼仪服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区东景苑C2栋514",,"马克数据网","92340102MA8N2EUA49","340102601382553","MA8N2EUA4","17333171967",,,"安徽省","合肥市","瑶海区",,"农业"
"325","合肥市瑶海区爱一生鲜花店","个体工商户","存续","19/8/2021","19/8/2021","胡自俊",,,"一般项目：礼品花卉销售；花卉绿植租借与代管理（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","合肥市瑶海区龙岗路与长临路交口西北云溪湾16栋904","2021-08-19至无固定期限","马克数据网","92340102MA8N4ADF7T","340102601392856","MA8N4ADF-7","15256936201",,,"安徽省","合肥市","瑶海区",,"农业"
"326","合肥绿裕菇业有限公司","有限责任公司(自然人投资或控股)","存续","4/11/2015","12/5/2023","林纪裕","1000000",,"一般项目：食用农产品批发；食用农产品零售；新鲜蔬菜批发；新鲜蔬菜零售；新鲜水果批发；新鲜水果零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","合肥市瑶海区龙岗开发区嘉应茗阳水岸B5幢403室","2015-11-04至2045-11-03","马克数据网","91340100MA2MQJRY48","340100001412707","MA2MQJRY-4","18760204510;18956003112","18956003112@qq.com|852741@qq.com|170815565@qq.com|540517540@qq.com",,"安徽省","合肥市","瑶海区",,"农业"
