"name","corporation","registed_capital","birth_date","manage_date","status","province","city","district","type","industry","USCC","TIN","registed_num","insured_persons","location","url","business"
"安徽金誉堂文创科技有限公司","孙红军","500万人民币","2018-11-01","2018-11-01 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司(自然人投资或控股)","科技推广和应用服务业","91340111MA2T6W5Q1Y","91340111MA2T6W5Q1Y","340111000250528","12","合肥市包河区望湖街道罍街文创小镇A栋4楼","http://www.ahjyt.net","文化创意产品设计、研发及销售；文化艺术设计；党建文化建设、校园文化建设工程；展览展示服务；展馆展厅工程、装修装饰工程设计及施工；会议服务；舞台设计、搭建及设备租赁；动漫及衍生产品设计及制作；电子信息化系统集成；电子与智能化系统设计、研发及技术服务；电子与智能化产品设计及研发；通信设备、网络设备、光电产品、半导体产品、LED电子显示屏、液晶拼接显示屏、触摸查询机生产、研发及销售；触摸查询系统设计、研发及销售；互联网、物联网工程设计、施工、技术开发、技术服务；计算机设备、软件销售及技术开发、技术服务；安全技术防范工程；建筑智能化工程；广告设计、制作、安装、代理、发布；市政公用工程；钢结构工程；环境艺术设计；街具、雕塑、模型、陈列品设计、制作及施工；标识标牌研发、设计、生产、销售、安装；印刷品、文化用品、文具、办公用品、教学仪器及设备批发兼零售；家具生产、定制；电气设备、办公设备、橡胶制品、塑料制品、玻璃制品、陶瓷制品生产及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥海颐商贸有限公司","杨文群","100万人民币","2018-06-06","2018-06-06 至 无固定期限","存续","安徽省","合肥市","肥西县","有限责任公司(自然人独资)","批发业","91340123MA2RRKJE2D","91340123MA2RRKJE2D","340123000206531","0","安徽省合肥市肥西县桃花镇繁华大道飞虎路交叉口东冠繁华逸城B8＃楼101室","-","家居用品、装饰材料、日用品、文教办公用品、体育用品、五金、建筑材料（不含石灰、石子、黄沙）、工艺品、化妆品、服装鞋帽、针纺织品、家用电器、通信设备、电子产品、计算机软件及辅助设备、机械设备、塑料制品、婴童用品、预包装食品、教学仪器及设备、洗涤用品、家居护理用品、包装材料、橡塑制品、纺织面料、羽绒制品、通讯器材、皮革制品、不锈钢制品、铝合金制品、厨房用具、珠宝、玉器（不含文物）、钟表、眼镜、玻璃制品、机电产品、劳保用品、印刷品的销售；商务信息咨询；乐器销售、代理；艺术交流；文化用品设计、销售；国内广告设计、制作、代理、发布；智能家居、微电机、电机控制系统、控制芯片的研发、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥乐云购商贸有限公司","洪涌江","200万人民币","2021-05-20","2021-05-20 至 无固定期限","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人独资)","批发业","91340102MA8LJFUC4C","91340102MA8LJFUC4C","340102000434306","0","安徽省合肥市瑶海区站前路中绿广场二期商3206室","-","一般项目：文具用品批发；办公用品销售；办公设备销售；日用百货销售；电子产品销售；家用电器销售；家具销售；家居用品销售；针纺织品销售；服装服饰批发；工艺美术品及礼仪用品销售（象牙及其制品除外）；消防器材销售；金属制品销售；塑料制品销售；橡胶制品销售；劳动保护用品销售；建筑装饰材料销售；五金产品批发；照明器具销售；厨具卫具及日用杂品批发；体育用品及器材批发；户外用品销售；第一类医疗器械销售；第二类医疗器械销售；计算机软硬件及辅助设备批发；光伏设备及元器件销售；电线、电缆经营；配电开关控制设备销售；机械电气设备销售；交通及公共管理用标牌销售；卫生陶瓷制品销售；仪器仪表销售；玩具销售；互联网销售（除销售需要许可的商品）；信息咨询服务（不含许可类信息咨询服务）；咨询策划服务；会议及展览服务；市场营销策划；广告设计、代理（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"太和县先锋商贸有限公司","杨宇涛","300万人民币","2014-08-04","2014-08-04 至 2034-08-03","存续","安徽省","阜阳市","太和县","有限责任公司(自然人独资)","批发业","913412223951043994","913412223951043994","341222000044841","0","安徽省阜阳市太和县城关镇先锋路10号楼113铺","-","室内外广告机、数码产品、办公耗材、电子产品、监控器材、五金材料、财务软件、办公用品、家具、装饰材料、通信设备及电教系统安装销售、维修。弱电系统集成工程、背景音乐、多媒体会议室、视频电话会议室、监控、安防、楼宇对讲、集团电话、电脑网络、LED电子屏、城市亮化工程设计、制作；信息技术服务、咨询、技术转让、设计；计算机信息系统安装；弱电工程设计安装、施工、调试；路灯工程安装。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"繁昌县金瑞数码产品销售有限公司","李月娟","158万人民币","2016-06-22","2016-06-22 至 无固定期限","存续","安徽省","芜湖市","繁昌县","有限责任公司(自然人独资)","零售业","91340222MA2MX4EB0C","91340222MA2MX4EB0C","340222000046042","0","繁昌县繁阳镇龙华路91号","-","电脑、复印机、打印机、办公设备、数码产品、电子产品、多媒体设备、音响、广播设备、服务器、存储器、网络机房设备、智能设备、LED电子屏、办公用品销售及维护。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***"
"合肥宁之杰办公设备有限公司","吴辉","300万人民币","2017-07-03","2017-07-03 至 无固定期限","存续","安徽省","合肥市","蜀山区","有限责任公司(自然人独资)","批发业","91340111MA2NR4T8XP","91340111MA2NR4T8XP","340111000064930","4","安徽省合肥市蜀山区祁门路四方新村7幢204室","-","一般项目：办公设备销售；办公设备耗材销售；教学专用仪器销售；机械设备销售；办公用品销售；第一类医疗器械销售；第二类医疗器械销售；数控机床销售；环境保护专用设备销售；环境监测专用仪器仪表销售；建筑材料销售；化工产品销售（不含许可类化工产品）；电子产品销售；金属制品销售；机械电气设备销售；制冷、空调设备销售；气体压缩机械销售；教学用模型及教具销售；橡胶制品销售；包装材料及制品销售；金属材料销售；食品销售（仅销售预包装食品）；日用百货销售；劳动保护用品销售；电线、电缆经营；五金产品批发；服装服饰批发；计算机软硬件及辅助设备批发；鞋帽批发；工艺美术品及收藏品批发（象牙及其制品除外）；文具用品批发；计算机及办公设备维修；通用设备修理；计算机及通讯设备租赁；机械设备租赁；办公设备租赁服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：第三类医疗器械经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"青阳县文诺电脑销售有限公司","储成","30万人民币","2017-05-23","2017-05-23 至 无固定期限","存续","安徽省","池州市","青阳县","有限责任公司(自然人投资或控股)","批发业","91341723MA2NMJ062C","91341723MA2NMJ062C","341723000044594","0","安徽省池州市青阳县蓉城镇九华西路55号西侧","-","电脑及相关配件、打印机、复印机、速印机、办公设备、家用视听设备、LED电子屏、机房设备、办公桌椅销售；安防监控产品、楼宇对讲器材安装、销售；室内装饰工程设计、施工；空气能及太阳能热水系统产品销售；办公耗材、文具用品销售；电动门安装、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽惠翌防护装备制造有限公司","刘伟","500万人民币","2022-10-19","2022-10-19 至 无固定期限","存续","安徽省","合肥市","蜀山区","其他有限责任公司","专用设备制造业","91340104MA8PKUAC78","91340104MA8PKUAC78","340104001228745","0","安徽省合肥市蜀山区花峰路1201号跨境电商产业园三期3幢GF区4层长河经济城F6028室","-","许可项目：人防工程防护设备制造；人防工程防护设备销售；第三类医疗器械经营；药品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：特种劳动防护用品生产；医护人员防护用品批发；潜水救捞装备销售；安全、消防用金属制品制造；机械电气设备制造；金属材料销售；金属制品销售；机械设备销售；家用电器销售；仪器仪表销售；安防设备销售；特种设备销售；网络设备销售；电气设备销售；日用百货销售；照明器具销售；办公用品销售；办公设备销售；办公设备耗材销售；建筑材料销售；消防器材销售；针纺织品及原料销售；特种劳动防护用品销售；第一类医疗器械销售；第二类医疗器械销售；紧固件销售；金属工具销售；日用化学产品销售；劳动保护用品销售；汽车零配件批发；电子元器件批发；成品油批发（不含危险化学品）；化妆品批发；计算机软硬件及辅助设备批发；体育用品及器材批发；电线、电缆经营；食品销售（仅销售预包装食品）；照相机及器材销售；五金产品批发；通讯设备销售；电子产品销售；钟表销售；箱包销售；眼镜销售（不含隐形眼镜）；服装服饰批发；家具销售；礼品花卉销售；教学专用仪器销售；户外用品销售；音响设备销售；教学用模型及教具销售；电动自行车销售；涂料销售（不含危险化学品）；汽车销售；化工产品销售（不含许可类化工产品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"黄山市凯赢商贸有限公司","徐凌云","500万人民币","2011-03-23","2011-03-23 至 无固定期限","存续","安徽省","黄山市","屯溪区","有限责任公司(自然人投资或控股)","批发业","91341000571754359R","91341000571754359R","341000000034533","0","安徽省黄山市屯溪区昱中街道长干东路49号101、102号店面","-","一般项目：制冷、空调设备销售；家用电器销售；家用电器零配件销售；灯具销售；建筑装饰材料销售；家用电器安装服务；日用电器修理；电子、机械设备维护（不含特种设备）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥经济技术开发区心之悦商贸经营部","彭斌峰","0.005万人民币","2016-02-25","2016-02-25 至 无固定期限","存续","安徽省","合肥市","合肥经济技术开发区","个体工商户","零售业","92340100MA2PF91E0E","92340100MA2PF91E0E","340194600084071","-","合肥经济技术开发区莲花路与丹霞路交口明珠华庭C幢127号","-","办公用品、电脑耗材、日用百货、文体用品、电子电器、五金建材、消防器材、办公家具销售；制作、设计、发布国内户外广告。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"合肥晒尔电子商务有限公司","饶加法","50万人民币","2019-09-19","2019-09-19 至 无固定期限","存续","安徽省","合肥市","瑶海区","有限责任公司(自然人投资或控股)","零售业","91340102MA2U4FHF1X","91340102MA2U4FHF1X","340102000244216","0","安徽省合肥市瑶海区五金电线电缆批发市场C幢208","-","图书零售（含网上）；厨房用具、乳制品（不含婴幼儿配方乳粉）、消防器材、警用装备、预包装食品、粮油、保健用品、机械设备、家用电器、电子元器件、五金交电、电子产品、劳保用品、文化用品、照相器材、安防器材、计算机软件及辅助设备、化妆品、卫生用品、医疗用品、办公用品、化工产品（除危险品）、体育用品、日用百货、邮票、纺织品、服装、金银珠宝首饰、计生用品、水果、蔬菜、食盐、饲料、花卉、种子、装饰材料（除危险品）、通讯设备、建筑材料、工艺礼品、钟表、眼镜、玩具、汽车、摩托车配件、机器人、仪器仪表、卫生洁具、陶瓷制品、橡胶制品、塑料制品、摩托车、智能卡、化肥、农药销售；普通道路货物运输（除快递）；机器人研发与组装；计算机软件技术开发、技术咨询、技术服务、技术转让；工程机械设备安装、维修；计算机系统集成；电子商务信息咨询；自营或代理各类商品和技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)；摄影服务；仓储服务（除危险品）；会议服务；劳务分包（除劳务派遣）；经济信息咨询；教育信息咨询；企业管理咨询；火车票事务代理；汽车租赁；停车场服务；房屋租赁；物业管理；酒店管理；国内广告设计、制作、代理、发布。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"灵璧县金日商贸有限公司","方怀标","80万人民币","2015-06-19","2015-06-19 至 无固定期限","存续","安徽省","宿州市","灵璧县","有限责任公司(自然人独资)","零售业","91341323343842971T","91341323343842971T","341323000054529","2","灵璧县灵城建设南路宏泰世纪城14#楼602室","-","教育装备、玩具、室内外娱乐、垃圾果壳箱、家具、档案设备、路灯及照明、光伏发电、太阳能、公共自行车设备、文化体育健身器材、实验室设备、灌溉设备、机械设备、农机具、厨卫酒店设备、服装鞋帽被服装具及福利劳保用品、救灾物资、帐篷、折叠床、窗帘、化肥、种子、农药、饲料、锅炉、热水器、公共交通工具的生产及销售；测绘、肥料的生产设备、叉车铲车、车辆、计算机、多媒体、软件开发、网络工程、图书、音响影像视频及乐器器材、电子出版物、办公设备及耗材、施工与技术服务、电器、数码、通讯产品、系统集成、监控、入户门及其设备、烟酒食品粮油茶叶、百货土产日杂、五金电料电线电缆、高低压配电、物业管理、皮革塑料、建筑装潢材料销售及安装、水暖卫生洁具、木材、钢材、铝制品、陶瓷、制冷、塑胶跑道材料及安装、环保设备、医疗设备、农资、花卉育苗种植及销售、广告宣传用品、纸、纸制品印刷品、警用、保安器材、消防、电梯及机电设备、能源煤炭、园林绿化、交通设备工程、标识标牌、电子、仪器仪表；石材销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽宁兴安全防护装备有限公司","刘伟静","500万人民币","2016-10-21","2016-10-21 至 2046-10-20","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","批发业","91340100MA2N1EK452","91340100MA2N1EK452","340108000157584","2","合肥市包河区徽州大道1158号建银大厦4楼401号","-","个人安全防护装备、警用装备、交通设施、反光、发光器材、劳保用品、塑胶制品、办公用品、五金机电产品、电子产品、数码产品、执法记录仪、服装、鞋帽、照明设备、通讯器材、消防器材、计算机软硬件销售、太阳能系列产品的研发、安装以及技术服务；医疗器械销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"蚌埠市蚌山区锐皓网络科技发展经营部","马文标","-","2023-05-17","2023-05-17 至 无固定期限","存续","安徽省","蚌埠市","蚌山区","个体工商户","软件和信息技术服务业","92340303MA8QFJD52X","92340303MA8QFJD52X","340303600588268","-","安徽省蚌埠市蚌山区淮河社区行政事务管理中心宝龙城市广场B2-4048室","-","一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；网络设备销售；家用电器销售；家具销售；家具零配件销售；办公设备销售；办公用品销售；安防设备销售；物联网应用服务；信息系统集成服务；计算机软硬件及辅助设备批发；电子产品销售；移动终端设备销售；计算机及办公设备维修（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"安徽中科同辉贸易有限责任公司","赵娜","500万人民币","2023-01-05","2023-01-05 至 无固定期限","存续","安徽省","蚌埠市","龙子湖区","有限责任公司(自然人投资或控股)","批发业","91340302MA8PWBEN6M","91340302MA8PWBEN6M","-","-","安徽省蚌埠市龙子湖区胜利路1575栋西侧一层光荣街1号","-","一般项目：办公用品销售；日用百货销售；服装服饰零售；劳动保护用品销售；家具销售；针纺织品销售；橡胶制品销售；计算机软硬件及辅助设备零售；仪器仪表销售；机械设备销售；五金产品零售；通信设备销售；电子产品销售；家用电器销售；第一类医疗器械销售；第二类医疗器械销售；消防器材销售；新鲜水果零售；新鲜蔬菜零售；食用农产品零售；农业机械销售；礼品花卉销售；电动自行车销售；水产品零售；软件开发；信息技术咨询服务；住房租赁；小微型客车租赁经营服务；集装箱销售；环境保护专用设备销售；环保咨询服务；病媒生物防制服务；教学专用仪器销售；电气设备销售；体育用品及器材批发；建筑材料销售；金属材料销售；体育场地设施工程施工；家具安装和维修服务；组织文化艺术交流活动；工程管理服务；婚庆礼仪服务；咨询策划服务；工程技术服务（规划管理、勘察、设计、监理除外）；特种设备销售；平面设计；市场调查（不含涉外调查）；企业管理咨询；以自有资金从事投资活动；国内贸易代理；货物进出口；技术进出口；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程监理；建设工程施工；住宅室内装饰装修；营业性演出；建设工程设计；特种设备安装改造修理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）"
"安徽宽谷智能化工程有限公司","赵燕","1000万人民币","2023-02-14","2023-02-14 至 无固定期限","存续","安徽省","芜湖市","鸠江区","有限责任公司(自然人独资)","建筑安装业","91340207MA8Q16BM77","91340207MA8Q16BM77","340207000295822","-","安徽省芜湖市鸠江区二坝镇龙泉小区东二楼179号","-","一般项目：计算机软硬件及辅助设备零售；工业控制计算机及系统销售；计算机及通讯设备租赁；计算机及办公设备维修；计算机系统服务；网络设备销售；互联网设备销售；可穿戴智能设备销售；软件销售；电子产品销售；智能家庭消费设备销售；信息安全设备销售；物联网设备销售；数字视频监控系统销售；商用密码产品销售；信息系统集成服务；制冷、空调设备销售；家用电器销售；家居用品销售；家用电器零配件销售；办公设备销售；办公设备耗材销售；办公用品销售；办公服务；日用百货销售；机械设备销售；家具销售；纸制品销售；广告设计、代理；照明器具销售；日用杂品销售；劳动保护用品销售；商业、饮食、服务专用设备销售；网络技术服务；物联网技术服务；信息系统运行维护服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"亳州市阳光网络科技经营部","郭山河","0.0005万人民币","2017-08-01","-","存续","安徽省","亳州市","谯城区","个体工商户","零售业","92341600MA2NUYM08J","92341600MA2NUYM08J","341600600139996","-","亳州市谯城区魏武大道百脑汇109","-","办公设备、办公文具用品、办公耗材、计算机、软件及辅助设备、电子产品销售；多媒体会议设备与施工、弱点工程、音频会议系统及其安装**（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽通盈商贸有限公司","张鹏","500万人民币","2017-01-11","2017-01-11 至 2037-01-10","存续","安徽省","阜阳市","太和县","有限责任公司(自然人独资)","批发业","91341222MA2NAXPF8W","91341222MA2NAXPF8W","341222000090992","1","安徽省阜阳市太和县城关镇胜利路87号体育场内篮球馆南1号门旁","-","一般项目：体育用品及器材零售；体育赛事策划；体育场地设施工程施工；体育场地设施经营（不含高危险性体育运动）；体育中介代理服务；家用电器销售；电子产品销售；办公用品销售；文具用品零售；教学专用仪器销售；游艺及娱乐用品销售；灯具销售；第一类医疗器械销售；第二类医疗器械销售；计算机软硬件及辅助设备零售；塑料制品销售；日用品销售；鞋帽零售；服装服饰零售；家具销售；门窗销售；轻质建筑材料销售；五金产品零售；劳动保护用品销售；配电开关控制设备销售；租赁服务（不含许可类租赁服务）；会议及展览服务；广告制作；工程管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"芜湖华图电子科技有限公司","马海芹","101万人民币","2017-08-29","2017-08-29 至 无固定期限","存续","安徽省","芜湖市","弋江区","有限责任公司(自然人独资)","软件和信息技术服务业","91340200MA2NYH61XT","91340200MA2NYH61XT","340200000348222","0","安徽省芜湖市弋江区中国芜湖商品交易博览城C11＃楼234","-","一般项目：电子专用材料研发；软件开发；网络技术服务；机械设备租赁；计算机及通讯设备租赁；专业设计服务；数字技术服务；工业工程设计服务；显示器件销售；计算机软硬件及辅助设备零售；电子专用设备销售；幻灯及投影设备销售；机械设备销售；光伏设备及元器件销售；风力发电机组及零部件销售；电子专用材料销售；电子产品销售；通讯设备销售；消防器材销售；安防设备销售；仪器仪表销售；网络设备销售；五金产品零售；劳动保护用品销售；办公用品销售；机械电气设备销售；复印和胶印设备销售；办公设备耗材销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"安徽绍鑫信息科技有限公司","张克玉","500万人民币","2020-04-02","2020-04-02 至 无固定期限","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人独资)","软件和信息技术服务业","91340103MA2ULK0Y5G","91340103MA2ULK0Y5G","340103000249013","0","安徽省合肥市庐阳区淮河路411号城隍庙门面东第七间","-","一般项目：信息咨询服务（不含许可类信息咨询服务）；文具用品批发；办公用品销售；体育用品及器材批发；日用品批发；日用口罩（非医用）销售；礼品花卉销售；劳动保护用品销售；园艺产品销售；母婴用品销售；汽车装饰用品销售；美发饰品销售；食品用洗涤剂销售；塑料制品销售；计算机软硬件及辅助设备批发；广告设计、代理；广告发布；广告制作；家具销售；电线、电缆经营；家用电器销售；电子产品销售；厨具卫具及日用杂品批发；茶具销售；食品销售（仅销售预包装食品）；建筑材料销售；五金产品批发；风机、风扇销售；机械电气设备销售；通讯设备销售；绘图、计算及测量仪器销售；办公设备耗材销售；教学用模型及教具销售；办公设备销售；仪器仪表销售；消防器材销售；电池销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；橡胶制品销售；针纺织品销售；服装服饰批发；农副产品销售；第一类医疗器械销售；第二类医疗器械销售；金属制品销售；保健食品（预包装）销售；消毒剂销售（不含危险化学品）；卫生用品和一次性使用医疗用品销售；家居用品销售；钟表销售；箱包销售；眼镜销售（不含隐形眼镜）；户外用品销售；灯具销售；雨棚销售；玩具销售；安防设备销售；渔具销售；医用口罩批发；医护人员防护用品批发（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"广德市张苹家具有限公司","张家平","50万人民币","2022-08-09","2022-08-09 至 无固定期限","存续","安徽省","宣城市","广德市","有限责任公司(自然人独资)","家具制造业","91341822MA8PB7FE3E","91341822MA8PB7FE3E","341822000249735","0","安徽省宣城市广德市邱村镇中心路69号","-","一般项目：家具销售；家具制造；办公用品销售；日用百货销售；五金产品零售；家用电器销售；建筑材料销售；礼品花卉销售；农副产品销售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"上海南洋万邦软件技术有限公司","沈勇","15000万人民币","2007-09-13","2007-09-13 至 2027-09-12","存续","上海市","-","长宁区","有限责任公司(外商投资企业法人独资)","专业技术服务业","91310105666066460M","91310105666066460M","310105000333504","424","上海市长宁区金钟路658弄17号乙三层3353室","http://shguozicloud.com","从事云计算、大数据、人工智能、商业智能、信息安全、电子计算机、自动控制、应用化学（除危险品）领域内的技术开发、技术转让、技术咨询、技术服务，批发电子计算机及其配件、软件、仪器仪表、电子产品、通信设备、办公机械、五金交电、汽车配件、建筑装潢材料、日用百货，建筑智能化建设工程设计与施工，通信建设工程施工，电信业务 。【依法须经批准的项目，经相关部门批准后方可开展经营活动】"
"安徽东谷科技有限公司","许海峰","508万人民币","2016-04-01","2016-04-01 至 2046-03-31","存续","安徽省","合肥市","庐阳区","有限责任公司(自然人投资或控股)","研究和试验发展","91340100MA2MU9623J","91340100MA2MU9623J","340100001560124","6","合肥市庐阳区阜阳北路1399号宝宸时代花园B幢1204室","-","3D打印、3D建模软硬件技术咨询；教育咨询； 3D打印机、3D扫描仪销售；信息技术咨询；现代数据分析处理；计算机技术咨询；会议管理系统服务；3D打印数据标准分析；开水器、净水器、热水器、防尘地毯地垫系统、酒店设备用品、五金零件、锁具销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽创荣科技有限公司","贺巧云","1000万人民币","2020-04-09","2020-04-09 至 无固定期限","存续","安徽省","合肥市","包河区","有限责任公司(自然人独资)","计算机、通信和其他电子设备制造业","91340111MA2UM85Q4E","91340111MA2UM85Q4E","340111000582139","0","安徽省合肥市包河区西藏路与中山路交口滨湖明珠7幢2702","-","软件的开发、销售、技术服务、技术转让、技术咨询；交通设施、安防设备、防护装备、照明器材、警用装备、皮革制品、通讯设备、电子产品、办公用品 、数码产品、劳保用品、服装、消防器材、电子产品、仪器仪表、电子元器件、节能环保设备销售：智能化安全防范系统的设计、施工、检测；远程监控系统开发及维护；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"六安纳盛嘉智能科技发展有限公司","陈伟","200万人民币","2019-03-18","2019-03-18 至 无固定期限","存续","安徽省","六安市","裕安区","有限责任公司(自然人独资)","科技推广和应用服务业","91341500MA2TJ23PXD","91341500MA2TJ23PXD","341500000365834","2","安徽省六安市裕安区浙东商贸城A区巢湖路61号","-","一般项目：计算机软硬件及辅助设备零售；计算机系统服务；计算机及办公设备维修；电子产品销售；第二类医疗器械销售；集成电路销售；信息系统集成服务；办公设备销售；办公设备租赁服务；办公设备耗材销售；文具用品零售；互联网销售（除销售需要许可的商品）；消防器材销售；金属制品销售；安防设备销售；家具安装和维修服务；复印和胶印设备销售；卫生用品和一次性使用医疗用品销售；日用百货销售；橡胶制品销售；塑料制品销售；针纺织品销售；日用品销售；纸制品销售；日用化学产品销售；食品销售（仅销售预包装食品）；劳动保护用品销售；五金产品零售；建筑装饰材料销售；建筑材料销售；教学用模型及教具销售；图文设计制作；办公服务；广告设计、代理；医用口罩零售；医护人员防护用品零售；体育用品及器材零售；家用电器销售；环境保护专用设备销售；机械电气设备销售；汽车新车销售；汽车零配件零售；电动自行车销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；服装服饰零售；鞋帽零售；箱包销售；金属材料销售；电线、电缆经营；厨具卫具及日用杂品批发；教学专用仪器销售；潜水救捞装备销售；国内贸易代理；汽车装饰用品销售；日用杂品销售；广告制作；仪器仪表销售；礼品花卉销售；智能机器人销售；智能无人飞行器销售；润滑油销售；油墨销售（不含危险化学品）（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥市凯安交通设施工程有限公司","刘敬孙","500万人民币","2012-02-20","2012-02-20 至 2032-02-15","存续","安徽省","合肥市","包河区","有限责任公司(自然人投资或控股)","零售业","91340100591401622T","91340100591401622T","340100000615359","2","安徽省合肥市包河区徽州大道1052号3幢207号","-","警用装备、现场执法仪、数码产品、照明设备销售及技术服务，交通安全设备、公路设备、市政设施、电子显示屏、电子产品、安全防盗报警器材、无线对讲器材、消防器材、计算机软硬件销售、安装；皮具、服装鞋帽、工艺品、汽车（除小轿车）、及配件销售；警报器、警灯及配件销售及维修，弱电系统集成工程的研发安装，办公自动化设备、园林机械、无人机销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
"安徽并进商贸有限公司","胡百龙","500万人民币","2021-09-02","2021-09-02 至 无固定期限","存续","安徽省","阜阳市","太和县","有限责任公司(自然人独资)","批发业","91341222MA8N5X6U3P","91341222MA8N5X6U3P","341222000257339","0","安徽省阜阳市太和县城关镇祥和路与105国道交叉口帝景湾4栋104号","-","一般项目：计算机软硬件及辅助设备批发；网络设备销售；办公设备销售；办公设备耗材销售；数字视频监控系统销售；食品销售（仅销售预包装食品）；日用百货销售；日用家电零售；照明器具销售；电线、电缆经营；电气设备销售；通讯设备销售；广播影视设备销售；仪器仪表销售；体育用品及器材零售；家具销售；橡胶制品销售；纸制品销售；塑料制品销售；日用玻璃制品销售；卫生陶瓷制品销售；办公用品销售；信息安全设备销售；家用电器安装服务；互联网安全服务；安全系统监控服务；计算机及办公设备维修；家具安装和维修服务；交通设施维修（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）"
"合肥时代轩教育科技有限公司","徐志豪","180万人民币","2020-03-16","2020-03-16 至 无固定期限","存续","安徽省","合肥市","合肥新站高新技术产业开发区","有限责任公司(自然人投资或控股)","教育","91340103MA2UJBPC9K","91340103MA2UJBPC9K","340103000243033","0","安徽省合肥市高新区科学大道55号综合楼2-628","-","教育科技研发；教学软件销售；文化活动组织策划；图书、报纸、期刊、音像制品、电子出版物、玩具、乐器、书包、校服、课桌椅、数字化一体机、黑板、学校教育装备、理化生实验室设备、语音室设备、数字化探究实验室设备、通用技术实验室设备、校园科技馆设备、青少年宫设备、多功能报告厅设备、多媒体及班班通设备、图书馆设备、路灯、音乐器材、体育器材、美术器材、卫生器材、健身器材、教学仪器、模型设备、教学设备、实训室设备、电子产品、LED大屏幕、校园广播设备、不锈钢制品、办公家具、学生公寓床、婴幼儿床销售；厨房设备及餐桌销售；塑胶跑道、室内外地垫、户外悬浮地板、人造草坪铺设、室外体育场地设计、施工；体育场地围网安装；室内外装饰、装潢。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
