"company_name","business_status","legal_representative","registered_capital","paid_in_capital","establishment_date","approval_date","business_term","province","city","district","phone","additional_phones","email","additional_emails","unified_social_credit_code","taxpayer_identification_number","business_registration_number","organization_code","insured_personnel_count","company_type","industry","former_name","registered_address","latest_annual_report_address","website","business_scope","match_status"
"合肥市靓城市政工程有限公司","开业","吴小霞","45000000","45000000","6/3/2014 00:00:00","19/5/2021 00:00:00","-","安徽省","合肥市","庐江县","0551-87309970","13956651678,13865283227,13965679525,13505504337","291191184@qq.com","782685631@qq.com,243015174@qq.com","9134012409287349XF","9134012409287349XF","341421000061507","09287349-X","21","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省合肥市庐江县盛桥镇街道盛桥镇人民政府主楼201室","安徽省合肥市庐江县盛桥镇街道盛桥镇人民政府主楼201室","-","市政公用工程、公路工程、建筑工程、水利水电工程、水利养护工程、建筑装修装饰工程、防水防腐保温工程、消防设施工程、建筑幕墙工程、钢结构工程、城市及道路照明工程、地基基础工程、古建筑工程、公路养护工程、公路交通工程、环保工程、城市园林绿化工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽永驻建设工程有限公司","开业","汪友国","50000000","0","24/12/2014 00:00:00","20/12/2023 00:00:00","-","安徽省","合肥市","包河区","13965117652","18119622482,18654153260,13905515388,0551-65393013","576606460@qq.com","523358310@qq.com,1216407027@qq.com","91340100325442982U","91340100325442982U","340100001163466","32544298-2","24","有限责任公司(自然人投资或控股)","土木工程建筑业","-","合肥市滨湖区徽州大道4872号金融港中心A2A3幢A2－办1105","合肥市滨湖区徽州大道4872号金融港中心A2A3幢A2-办1105","-","房建工程；市政工程；建筑装饰工程；建筑幕墙工程；地基与基础工程；园林绿化工程；土石方工程；水文水资源调查、论证；水平衡测试技术服务；水利工程；水表安装；管道漏水检测、修复、维护及技术服务；供水自动化监控系统开发；节水技术服务；雨水收集利用技术服务；节水型卫生洁具推广、销售；工程咨询；工程设计；工程招标代理；工程造价咨询；工程监理；工程勘察；建设工程项目管理；建设工程项目投资（未经金融监管部门批准，不得从事吸收存款、融资担保、代客理财等相关金融业务）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省七星工程测试有限公司","开业","陈发军","15000000","15000000","11/10/2012 00:00:00","15/6/2023 00:00:00","-","安徽省","合肥市","蜀山区","15077918433","0551-64482879,19202000101,0551-65371596,18705565733,0556-8800166","acdics@163.com","345271981@qq.com,qxjc_999@163.com","91340000055767735Y","91340000055767735Y","340000000056764","05576773-5","135","有限责任公司(非自然人投资或控股的法人独资)","专业技术服务业","-","安徽省合肥市高新区香樟大道180号","安徽省合肥市高新区香樟大道180号","www.acdics.ah.cn","许可项目：建设工程质量检测；检验检测服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：公路水运工程试验检测服务；环境保护监测；工程和技术研究和试验发展（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽省高速公路试验检测科研中心有限公司","开业","赵勇","20000000","20000000","20/8/2004 00:00:00","11/5/2023 00:00:00","-","安徽省","合肥市","肥西县","18919624322","010-59435269,17355102018,15309693480,13637053749,13856007794","391541656@qq.com","gaosujiance@sina.com,ahgsjc@sina.com,ahgsjc@sina.cn,329602677@qq.com","913400007690138043","913400007690138043","340000000020902","76901380-4","453","有限责任公司(非自然人投资或控股的法人独资)","专业技术服务业","-","安徽省合肥市高新区彩虹路1008号2号楼负一层至8层及15层","合肥市高新区彩虹路1008号","www.ahgsjc.com","公路工程、水运工程、建筑工程、市政工程、人防工程、水利水电工程、环境工程、岩土工程、建筑材料和智能与信息化系统的检测、监测、技术研究；交通安全评估；安全结构鉴定；项目咨询、项目管理；工程技术资料编制；仪器设备租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省志成建设工程咨询股份有限公司","开业","陆坤","40540500","40540500","29/7/1997 00:00:00","5/1/2023 00:00:00","-","安徽省","合肥市","蜀山区","18905645507","15391880268,18297997880,13965390667,13349226661,0552-5815557","-","-","91340100148975410U","91340100148975410U","340000000004190","14897541-0","294","股份有限公司(非上市、自然人投资或控股)","专业技术服务业","安徽志成建设工程咨询有限责任公司","安徽省合肥市蜀山经济技术开发区湖光路自主创新产业基地三期（南区D座6层/7层）","合肥市蜀山区新产业园自主创新产业基地三期（南区）D座6、7层","www.zcjszx.com","工程咨询、工程造价、工程招标代理、工程监理、工程设计、工程项目管理、建筑工程施工总承包、市政公用工程施工总承包，装饰装修设计施工，幕墙工程设计施工，机电设备安装工程，古建园林工程，园林绿化工程，公路工程施工，水利水电施工，城市及道路照明工程，亮化工程，消防工程设计施工，电子与智能化工程，环保工程，智能化设计，钢结构工程，建筑材料销售，企业管理咨询，安全技术防范工程设计、施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽创精建筑工程有限公司","开业","纪多毅","10000000","0","3/9/2012 00:00:00","11/7/2022 00:00:00","-","安徽省","淮南市","寿县","18255400464","0554-8277088,18075455178,18355405285,15000120000,15395465108","1252466392@qq.com","47160640@qq.com,263783713@qq.com","91340400052940854Q","91340400052940854Q","340400000109648","05294085-4","19","有限责任公司(自然人独资)","房屋建筑业","淮南市方军建筑安装工程有限公司","安徽省淮南市寿县寿春镇北大街小马家巷新村一号楼一单元101室（仅限办公及通讯联络使用）","安徽省淮南市寿县寿春镇北大街小马家巷新村一号楼一单元101室","-","建筑工程、土石方工程、建筑装饰工程、安装工程施工，房屋维修，市政工程，机电设备安装工程，安防工程，消防工程，钢结构工程，环保工程，水利水电工程，物业管理，建筑劳务（不含劳务派遣），建筑装饰装修工程设计及施工、环保设备销售，混凝土生产与销售，园林绿化工程，建筑防水、防腐，建筑智能化工程，标识标牌设计与制作，公路工程，桥梁工程，建筑设备租赁、安装、维修及保养（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽那天建设有限公司","开业","徐龙","20000000","0","2/5/2017 00:00:00","3/8/2023 00:00:00","2017-05-02 至 2037-05-01","安徽省","合肥市","瑶海区","0551-62261228","0551-63433268,17756982633,17756983522,13866102187,0551-64666413","17756982633@qq.com","17756983522@qq.com,13966678922@qq.com,13866102750@qq.com,13866102187@qq.com,zen_mei@sin.com","91340100MA2NKD4288","91340100MA2NKD4288","340100001964335","MA2NKD42-8","3","有限责任公司(自然人投资或控股)","房屋建筑业","-","安徽省合肥市瑶海区合店路54号安徽建筑农民工创业孵化园创业楼1-186","安徽省合肥市瑶海区合店路54号安徽建筑 农民工创业孵化园创业楼1-186","-","建筑装饰装修工程设计与施工；建筑幕墙工程设计与施工，建筑智能化工程设计与施工；消防工程、市政公用工程、公路工程、公路养护、房屋建筑工程、城市及道路照明工程、水利水电工程总承包、钢结构工程、地基基础工程、防水防腐工程、外墙保温工程施工；金属扶手、护栏设计安装；室内外LED显示屏设计和安装；管道设备安装与施工；公路养护工程；土石方工程；金属门窗工程；体育场地设施工程；环保工程；机电安装工程施工；园林绿化工程施工与养护管理；通信工程；电力工程施工；桥梁工程施工；劳务服务（除劳务派遣）；物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽赞淼建筑工程有限公司;天津市政工程设计研究总院有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽环旭科技有限公司","开业","杨震斌","30000000","5590000","22/5/2015 00:00:00","3/11/2021 00:00:00","-","安徽省","合肥市","蜀山区","0551-64286368","18655182358,18919696739","344541576@qq.com","943043282@qq.com,624649498@qq.com,18655182358@163.com,ahhxyang@163.com","91340100343777727L","91340100343777727L","340100001261644","34377772-7","22","有限责任公司(自然人投资或控股)","批发业","-","安徽省合肥市经济技术开发区习友路东，慈光路南清华启迪科技城创客空间D幢办304室","安徽省合肥市经济技术开发区习友东路，慈光路南清华启迪科技城创客空间D幢304室","-","新能源及配套设备、电动汽车充电设施、储能及微网系统、以及其它电力电子类装置的研发和销售,并提供相关软件开发和技术服务；热泵冷热设备、太阳能热利用产品、水净化设备及相关设备销售、安装及技术服务；太阳能发电系统设计、投资、建设与维护服务；建筑工程与基础建设的勘察、设计与施工；电力施工总承包；空调、制冷设备、暖通设备、管道及设备、机电设备的销售、安装、调试及维修维保；机电工程、暖通工程、给水排水工程、中央空调工程的设计、安装、调试及售后服务；通信设备、办公自动化设备和物联网产品的研发、销售和技术服务；市政工程、房建工程、城市园林工程、电力及输变电工程、电子与智能化工程、建筑智能化工程、城市及道路照明工程、建筑装饰工程、消防设施工程、环保工程、防水防腐保温工程、安全技术防范工程的设计、施工、维护及技术服务；计算机软硬件开发、技术服务、成果转让；工程咨询服务；建筑劳务分包。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽俏海建设工程有限公司","开业","姚月华","11000000","11000000","6/8/2014 00:00:00","26/4/2019 00:00:00","2014-08-06 至 2064-08-05","安徽省","合肥市","肥西县","0551-62857199","13955189257,18155026883,13696546368,15375603155,18056053687","421531409@qq.com","421531409@pp.com,21149251@qq.com,646004937@qq.com","913401233951938030","913401233951938030","340123000103443","39519380-3","18","有限责任公司(自然人投资或控股)","土木工程建筑业","-","安徽省合肥市肥西县上派镇人民西路翰林水岸11#1101室","肥西县上派镇人民西路翰林水岸11＃1101室","-","水利水电工程；市政公用工程；房屋建筑工程；水运工程；公路工程；地基与基础工程；建筑装修装饰工程；隧道工程；金属结构制作安装工程；钢结构工程；机电安装工程；消防设施工程；城市绿化园林工程；施工绿化养护；园林古建筑工程；环保工程设计、施工、设备租赁；物业服务；土地开发整理；水利工程管护；保洁；垃圾清运。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽永泽建设工程有限公司;浙江华坤建筑设计院有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽远辉建设有限公司","开业","郑军","50000000","50000000","3/9/2014 00:00:00","12/1/2024 00:00:00","-","安徽省","合肥市","长丰县","13033083555","0551-65572725,63365630,19942436353,0551-63649989","799023689@qq.com","13033083555@qq.com,799023689@QQ.COM,18919611741@qq.com,2034840935@qq.com","91340100395807203W","91340100395807203W","340100001074248","39580720-3","25","有限责任公司(自然人投资或控股)","房地产业","-","安徽省合肥市长丰县陶楼镇陶楼街道菜市街南50米","安徽省合肥市长丰县陶楼镇陶楼街道菜市街南50米","-","许可项目：建设工程施工；建设工程设计；建设工程监理；住宅室内装饰装修；施工专业作业；地质灾害治理工程施工；文物保护工程施工；人防工程防护设备安装；输电、供电、受电电力设施的安装、维修和试验；特种设备安装改造修理；河道疏浚施工专业作业；河道采砂；公路管理与养护；路基路面养护作业；建筑物拆除作业（爆破作业除外）；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：工程管理服务；市政设施管理；城市绿化管理；园林绿化工程施工；金属门窗工程施工；土石方工程施工；普通机械设备安装服务；室内木门窗安装服务；大气污染治理；轻质建筑材料销售；建筑材料销售；建筑用金属配件销售；建筑装饰材料销售；五金产品零售；船舶租赁；机械设备租赁；建筑工程机械与设备租赁；工程和技术研究和试验发展；房屋拆迁服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"合肥市市政设计研究总院有限公司","开业","张乾坤","32981700","32981700","25/12/1992 00:00:00","15/5/2023 00:00:00","1992-12-25 至 2035-12-24","安徽省","合肥市","庐阳区","15209891889","15856910420,0551-2621289,0551-62621289,0551-68850112,0551-62621307","hfsszy2008@126.com","hfsszy9212@126.com","91340100149050313T","91340100149050313T","340100000251717","14905031-3","342","其他有限责任公司","专业技术服务业","合肥市市政设计院有限公司","合肥市颍上路西、义井路南缤纷南国办公楼14层、15层、16层、17层、18层","合肥市颍上路西、义井路南缤纷南国办公楼14层、15层、16层、17层、18层","www.hfsszy.com","许可项目：建设工程设计；建设工程勘察；建设工程施工；国土空间规划编制；建筑智能化系统设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：规划设计管理；工业工程设计服务；工程技术服务（规划管理、勘察、设计、监理除外）；工程管理服务；工程造价咨询业务；社会经济咨询服务；信息技术咨询服务；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；土地调查评估服务；土地整治服务；园林绿化工程施工；环境保护监测；科技中介服务；环保咨询服务；节能管理服务；建筑废弃物再生技术研发；土壤污染治理与修复服务；水污染治理；水环境污染防治服务；固体废物治理；环境应急治理服务；智能水务系统开发；软件开发；软件销售；信息系统集成服务；信息咨询服务（不含许可类信息咨询服务）；物联网技术服务；物联网技术研发；数据处理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"合肥市紫蓬园林工程有限公司","开业","束庆然","50000000","27380000","24/9/2001 00:00:00","13/10/2020 00:00:00","-","安徽省","合肥市","蜀山区","0551-3527311","0551-63431846,0536-5251776,13980460931,17780706510,028-85726535","923863459@qq.com","-","91340100731679029X","91340100731679029X","340100000216920","73167902-9","50","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省合肥市东流路398号B8幢2号","合肥石金寨南路大华国际港0座1508","www.hfszpyl.com","园林绿化工程；市政公用工程、城市及道路照明工程、园林古建筑工程、房屋建筑工程、环保工程、建筑装修装饰工程、水利水电工程施工、公路工程、电力工程、机电工程、消防工程、钢结构工程；生态保护工程、水污染治理工程；物业管理服务；绿化养护管理；清扫保洁服务；风景园林设计；林业有害生物防治；绿化苗木、花卉、盆景、草坪的培育、种植和经营；园林绿化技术咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽恒赛捷建设有限公司","开业","胡积学","100000000","7400000","26/2/2003 00:00:00","10/5/2023 00:00:00","-","安徽省","合肥市","肥东县","13655553629","0556-8928977,0556-8923752,13855607088","757235114@qq.com","2426694123@qq.com","913408247373057302","913408247373057302","340824000003185","73730573-0","13","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省合肥市肥东县响导乡响导社区创新产业园","合肥市庐阳区北一环金丰广场19楼","-","建筑工程、室内外装饰工程、水电安装工程、市政工程、水利水电工程、公路工程、公路路面工程、公路路基工程、公路交通工程、城市道路照明工程、环保工程、钢结构工程、机电安装工程、安防工程、土石方工程、玻璃幕墙工程、保温工程、通讯工程、隧道工程、网络工程、消防工程、结构补强工程、电子与智能化工程、电力工程、地基与基础工程、古建筑工程、拆除工程设计、施工；工程机械租赁；门窗生产销售及安装；物业管理；园林绿化施工及养护；管道非开挖修复；展览展示服务；建筑劳务分包（不含劳务派遣）；环保设备、模板及脚手架、金属材料、防水材料、建筑材料（不含砂、石、土等资源）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"安徽省建设工程测试研究院有限责任公司","开业","李天宝","30000000","30000000","28/2/2006 00:00:00","12/4/2023 00:00:00","-","安徽省","合肥市","包河区","0551-62872431","17755502629,0551-62871265,15395053266,0551-63807581,0551-62781431","869519179@qq.com","593227239@qq.com,86299783@qq.com","91340000784932702U","91340000784932702U","340000000012507","78493270-2","535","有限责任公司(非自然人投资或控股的法人独资)","专业技术服务业","安徽省建设工程抗震测试研究所有限责任公司","安徽省合肥市包河区延安路19号","安徽省合肥市包河区延安路19号","ahcsy.cn","许可项目：检验检测服务；建设工程质量检测；认证服务；测绘服务；建设工程勘察；雷电防护装置检测；特种设备检验检测；水利工程质量检测（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：公路水运工程试验检测服务；市政设施管理；消防技术服务；环境保护监测；计量技术服务；节能管理服务；水土流失防治服务；工程造价咨询业务；工程管理服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽省高等级公路工程监理有限公司","开业","靳军","12522700","12522700","20/6/1996 00:00:00","23/2/2022 00:00:00","-","安徽省","合肥市","蜀山区","34003167","15155928810,0551-63813019,0353-6981680,0551-63811890,18326360123","770409091@qq.com","391542821@qq.com,GHGSJIGS@163.com,GHGSJIGS@163.COM","91340000148972826B","91340000148972826B","340000000027442","14897282-6","564","有限责任公司(自然人投资或控股)","专业技术服务业","-","安徽省合肥市蜀山经济开发区湖光路电商园二期9号楼一层、二层","安徽省合肥市蜀山经济开发区湖光路电商园二期9号楼一层、二层","www.ahgsjl.com","一般经营项目：国内一类、二类、三类公路工程、桥梁工程、隧道工程监理，国内特殊独立大桥、特殊独立隧道项目监理，国内各等级公路、桥梁、隧道工程通讯、监控、收费等机电项目的监理，国内水运工程监理，市政公用工程、房屋建筑工程监理，建设工程项目管理、技术咨询，公路工程技术开发等业务","成功"
"安徽创伟林建设集团有限公司","开业","刁慧","46000000","30000000","5/8/2002 00:00:00","18/6/2019 00:00:00","2002-08-05 至 2040-12-31","安徽省","合肥市","庐阳区","0551-65149581","0550-5612330,0551-62620221,0551-65666278,13665519000,0551-65149582","623766292@qq.com","6237662922@qq.com,372086360@qq.com,wudong1002shi@163.com","91340100740880365E","91340100740880365E","340100000205713","74088036-5","30","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","安徽创伟林建设有限公司","安徽省合肥市庐阳区四里河路西侧大杨镇大杨村大杨组1栋30号","合肥市庐阳区四里河路文一百年街S6幢113","www.ahcwl.com","建筑装饰工程设计、施工；建筑幕墙工程设计、施工；建筑智能化工程、施工；消防设施工程设计、施工；园林绿化工程；灯饰工程；防水防腐保温工程；管道设备安装、施工；门窗安装；办公设备、家具、销售；电子产品、建筑装饰材料销售；安全技术防范工程设计、施工；市政工程；公路交通、路面、路基工程；公路养护；公路工程；水利水电工程；通信工程；机电安装；广告制作及安装；地基、路基基础设施、市政基础工程；展览馆展览陈列工程设计、施工；房屋建筑工程；城市道路及照明工程；电气工程；房地产开发工程；钢结构建设工程；电力工程；古建筑园林及城市园林深化工程；体育场地设施工程；施工劳务工程；模板、脚手架工程；特种工程；桥梁、隧道工程；建筑机电安装工程；机场目视助航工程；环保工程；暖通工程；土石方运输工程；实验室设计、施工；辐射防护设备器材生产、销售及安装；医用X射线设备、附件设备安装、销售及维修；医用射线防护用品销售及安装；普放机房设计、施工及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
"广东五华二建工程有限公司","开业","李乐云","101880000","101880000","31/10/1989 00:00:00","19/9/2023 00:00:00","-","广东省","梅州市","五华县","15635397717","2222535,13826627810,0758-6819667,13826630556,0753-4433100","walkman0318@163.com","8690607@163.com,8690607@QQ.com,657248108@qq.com,whej@wh-ej.com","914414241965208837","914414241965208837","441424000000676","19652088-3","141","有限责任公司(自然人投资或控股)","房屋建筑业","广东省五华县第二建筑工程公司","五华县水寨镇华侨直街3号","五华县水寨镇华侨直街3号","-","许可项目：建设工程施工；住宅室内装饰装修；文物保护工程施工；输电、供电、受电电力设施的安装、维修和试验；电气安装服务；建筑劳务分包；地质灾害治理工程施工；房地产开发经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：园林绿化工程施工；林业有害生物防治服务；人工造林；建筑工程机械与设备租赁。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","成功"
"盛唐工程咨询集团有限公司","开业","李洪垚","20000000","5000000","27/9/2006 00:00:00","22/4/2024 00:00:00","2006-09-27 至 2028-10-10","安徽省","合肥市","包河区","19905648558","15605607276,010-86483801,13956951722,0558-8627976,17775266150","-","-","91340100793580948W","91340100793580948W","341521000000397","79358094-8","65","有限责任公司(自然人投资或控股)","建筑安装业","安徽盛唐工程咨询集团有限公司","合肥市包河区福州路3436号千城大厦7楼","合肥市包河区福州路3436号千城大厦","www.shengtangzb.com","一般项目：工程管理服务；工程造价咨询业务；招投标代理服务；房地产咨询；物业服务评估；工程技术服务（规划管理、勘察、设计、监理除外）；项目策划与公关服务；政府采购代理服务；社会稳定风险评估（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；建设工程设计；建设工程监理；公路工程监理；水运工程监理；水利工程建设监理；单建式人防工程监理；司法鉴定服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","成功"
"中国联合工程有限公司;迪尔集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽巢湖水利电力建设集团有限公司;湖南省第二工程有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"鸿茂建设集团有限公司","开业","程荣茂","56780000","0","19/12/2012 00:00:00","20/11/2023 00:00:00","-","安徽省","黄山市","屯溪区","18755991091","13955993618,0559-2127165,18705590555,0559-2320555","1095127374@qq.com","739202715@qq.com","91341000059721240Y","91341000059721240Y","341000000045714","05972124-0","23","有限责任公司(自然人投资或控股)","建筑装饰、装修和其他建筑业","-","安徽省黄山市屯溪区屯光镇泉源坞路1号","安徽省黄山市屯溪区屯光镇泉源坞路1号","-","许可项目：房屋建筑和市政基础设施项目工程总承包；各类工程建设活动；建筑智能化工程施工；施工专业作业；建筑劳务分包；住宅室内装饰装修；消防设施工程施工；文物保护工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：市政设施管理；对外承包工程；机械设备租赁；建筑材料销售；园林绿化工程施工；土石方工程施工；金属材料销售；日用百货销售；住宅水电安装维护服务；文物文化遗址保护服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"安徽山屹建设工程有限公司","开业","杨玉磊","51888800","51888800","9/10/2018 00:00:00","17/8/2023 00:00:00","-","安徽省","合肥市","长丰县","13696772055","0731-84567430,0551-62726669,15055904444","214169988@qq.com","289262119@qq.com,1612204095@qq.com,1078001843@qq.com,3206230003@qq.com","91340121MA2T4FP92T","91340121MA2T4FP92T","340121000162926","MA2T4FP9-2","9","有限责任公司(自然人独资)","建筑装饰、装修和其他建筑业","-","长丰县水湖镇长淮路与长新路交叉口荣锦1号1幢310室","合肥市长丰县水湖镇长淮路与长新路交叉口荣锦1号1幢310室","-","一般项目：土石方工程施工；金属门窗工程施工；停车场服务；普通机械设备安装服务；机械设备租赁；建筑工程机械与设备租赁；租赁服务（不含许可类租赁服务）；信息咨询服务（不含许可类信息咨询服务）；房地产咨询；工程管理服务；工程造价咨询业务；工程技术服务（规划管理、勘察、设计、监理除外）；园林绿化工程施工；建筑材料销售；建筑装饰材料销售；电子产品销售；机械设备销售；灌溉服务；水利相关咨询服务；水土流失防治服务；防洪除涝设施管理；土地整治服务；土壤污染治理与修复服务；土壤环境污染防治服务；水污染治理；生态恢复及生态保护服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）许可项目：建设工程施工；建设工程施工（除核电站建设经营、民用机场建设）；住宅室内装饰装修；施工专业作业；建筑劳务分包；建筑物拆除作业（爆破作业除外）；公路管理与养护；公路工程监理；路基路面养护作业；地质灾害治理工程施工；文物保护工程施工；电气安装服务；河道疏浚施工专业作业；道路货物运输（不含危险货物）；建设工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）","成功"
"安徽省云曼机电有限公司","开业","李刚","11000000","5100000","4/7/2013 00:00:00","19/5/2021 00:00:00","2013-07-04 至 2043-07-02","安徽省","合肥市","庐阳区","0551-62870023","18655142588,0551-65499546,17309699371,13856092378,13033001135","yunmanjidian@163.com","17309699371@QQ.COM,94504735@qq.com","913401000723854801","913401000723854801","340100000808164","07238548-0","27","有限责任公司(自然人投资或控股)","批发业","-","合肥市庐阳区蒙城北路龙兴花园小区2幢103室","合肥市庐阳区蒙城北路龙兴花园小区2幢103室","-","许可项目：特种设备安装改造修理；施工专业作业（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：机械设备销售；特种设备销售；金属丝绳及其制品销售；汽车零配件零售；建筑用金属配件销售；金属结构销售；劳务服务（不含劳务派遣）；机械零件、零部件销售；技术玻璃制品销售；建筑用钢筋产品销售；制冷、空调设备销售；轴承、齿轮和传动部件销售；装卸搬运；信息咨询服务（不含许可类信息咨询服务）；消防器材销售；电气设备销售；销售代理；五金产品零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）","成功"
"江苏金堰交通工程有限公司","开业","钱志平","415980000","315983600","29/5/2001 00:00:00","23/9/2021 00:00:00","-","江苏省","泰州市","姜堰区","33577214","0523-8263513,2483055,18036793210,93448830,0523-88018656","201083367@qq.com","-","913212047589808074","913212047589808074","321284000020661","75898080-7","163","有限责任公司(自然人投资或控股)","土木工程建筑业","-","泰州市姜堰区天目山街道淮海西路299号","泰州市姜堰区天目山街道淮海西路299号","www.js-jyjt.com","许可项目：各类工程建设活动；施工专业作业；建筑劳务分包；建设工程设计；公路管理与养护；港口经营；港口货物装卸搬运活动（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）
一般项目：园林绿化工程施工；建筑材料销售；建筑工程机械与设备租赁（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）","成功"
"中国能源建设集团安徽电力建设第二工程有限公司;深圳市晶宫建筑装饰集团有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"安徽水安建设集团股份有限公司;安徽政丰建设有限公司","-","-","0","0","1/1/1970 00:00:00","1/1/1970 00:00:00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","失败"
"中国能源建设集团安徽电力建设第二工程有限公司","开业","陈建明","420803860","420803860","9/11/1952 00:00:00","7/11/2022 00:00:00","-","安徽省","合肥市","蜀山区","0551-62636639","13688126320,18255414521,0551-63878785,18655195529,15855167583","435290045@qq.com","apcc2@apcc2.com,sckfb3100@163.com,654184996@qq.com","91340000150229679Q","91340000150229679Q","340000000015154","15022967-9","2081","其他有限责任公司","建筑安装业","-","安徽省合肥市经济技术开发区繁华大道12600号","安徽省合肥市经济技术开发区繁华大道12600号","www.apcc2.ceec.net.cn","电力、建筑、市政公用、公路、水利水电工程施工总承包，民用核安全机械设备安装，电力设施承装（修、试），压力管道安装，锅炉安装、改造、维修，电梯、起重机械安装、维修，装饰、防腐保温、消防、土石方、环保工程施工，钢结构、网架制作、安装，承包本行业境外工程和境内国际招标工程，派遣上述工程所需的劳务人员，进出口业务，机械设备生产、安装，建筑材料生产、销售，建设工程勘察设计，仓储（不含化学危险品）、物流服务，房屋、设备租赁，技能培训。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","成功"
